order_id,sku,transaction_id,posted_date,transaction_status,transaction_type,description,fee_type,signed_amount_usd
114-2208348-7809069,1068329365,JT9YIqhrqBqNTrz2SBGisc4ngCdTYw66FlKVxjGGYr0,2025-11-27T00:50:31Z,RELEASED,Refund,Refund,RefundCommission,-0.54
114-2208348-7809069,1068329365,JT9YIqhrqBqNTrz2SBGisc4ngCdTYw66FlKVxjGGYr0,2025-11-27T00:50:31Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
114-2208348-7809069,1068329365,K_zsYaqasOum5QmpcByeSREVegWolYQwxd47b66ieQM,2025-11-20T09:04:27Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.34
114-2208348-7809069,1068329365,K_zsYaqasOum5QmpcByeSREVegWolYQwxd47b66ieQM,2025-11-20T09:04:27Z,RELEASED,Shipment,Order Payment,Commission,-2.68
114-2208348-7809069,1068329365,K_zsYaqasOum5QmpcByeSREVegWolYQwxd47b66ieQM,2025-11-20T09:04:27Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
112-0311170-9966650,1058619759,9ollPCN7imaRTR3SuRbFaAscLve0ZljiYrhhYxf_u8M,2025-10-31T04:35:11Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-4.84
112-0311170-9966650,1058619759,9ollPCN7imaRTR3SuRbFaAscLve0ZljiYrhhYxf_u8M,2025-10-31T04:35:11Z,RELEASED,Shipment,Order Payment,Commission,-2.4
112-0311170-9966650,1058619759,k9tXFIXFBnHVn0c3T4rmqo9hNAEDbVQvRZrHK3jdXk8,2025-11-03T03:56:21Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-4.84
112-0311170-9966650,1058619759,k9tXFIXFBnHVn0c3T4rmqo9hNAEDbVQvRZrHK3jdXk8,2025-11-03T03:56:21Z,RELEASED,Shipment,Order Payment,Commission,-4.8
112-0311170-9966650,1058619759,k9tXFIXFBnHVn0c3T4rmqo9hNAEDbVQvRZrHK3jdXk8,2025-11-03T03:56:21Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-4.84
112-0311170-9966650,1058619759,OQM5U_HixaDPaniY9jkq-3siiEj6z43j86LzPY6QVoA,2025-11-05T04:44:26Z,RELEASED,Refund,Refund,Commission,2.4
112-0311170-9966650,1058619759,OQM5U_HixaDPaniY9jkq-3siiEj6z43j86LzPY6QVoA,2025-11-05T04:44:26Z,RELEASED,Refund,Refund,RefundCommission,-0.48
114-7028916-7436205,1068811463,P7fqjkDSgrUVALP0VirRruxL2Q0wgc6C4fAmncFxoIM,2025-12-06T20:58:19Z,RELEASED,Refund,Refund,Commission,7.87
114-7028916-7436205,1068811463,P7fqjkDSgrUVALP0VirRruxL2Q0wgc6C4fAmncFxoIM,2025-12-06T20:58:19Z,RELEASED,Refund,Refund,RefundCommission,-1.57
114-7028916-7436205,1068811463,P7fqjkDSgrUVALP0VirRruxL2Q0wgc6C4fAmncFxoIM,2025-12-06T20:58:19Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
114-7028916-7436205,1068811463,QADot1LJJrne8bi6RbmiOyRL4rOH_fCWHKMpzMqs_QA,2025-11-26T18:51:23Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.34
114-7028916-7436205,1068811463,QADot1LJJrne8bi6RbmiOyRL4rOH_fCWHKMpzMqs_QA,2025-11-26T18:51:23Z,RELEASED,Shipment,Order Payment,Commission,-7.87
114-7028916-7436205,1068811463,QADot1LJJrne8bi6RbmiOyRL4rOH_fCWHKMpzMqs_QA,2025-11-26T18:51:23Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
114-6265657-7353034,1065946902,zLyfTDfWXuES3QcZiuuiGkDDaRhlyjeUc46bmV93NDw,2025-12-05T19:48:33Z,RELEASED,Refund,Refund,Commission,7.05
114-6265657-7353034,1065946902,zLyfTDfWXuES3QcZiuuiGkDDaRhlyjeUc46bmV93NDw,2025-12-05T19:48:33Z,RELEASED,Refund,Refund,RefundCommission,-1.41
114-6265657-7353034,1065946902,zLyfTDfWXuES3QcZiuuiGkDDaRhlyjeUc46bmV93NDw,2025-12-05T19:48:33Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
114-6265657-7353034,1065946902,ZyTCPvEKZg31a2CZ0-0sIiwY76ymrHjE4EWMJBoC6eo,2025-11-25T07:16:39Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.25
114-6265657-7353034,1065946902,ZyTCPvEKZg31a2CZ0-0sIiwY76ymrHjE4EWMJBoC6eo,2025-11-25T07:16:39Z,RELEASED,Shipment,Order Payment,Commission,-7.05
114-6265657-7353034,1065946902,ZyTCPvEKZg31a2CZ0-0sIiwY76ymrHjE4EWMJBoC6eo,2025-11-25T07:16:39Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
112-5474901-3914666,1062959209,mmJhY0l4f-19HRQl6HKwE5AlhCAzD8b0xTPw-vBAYDc,2025-11-26T00:08:30Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-8.26
112-5474901-3914666,1062959209,mmJhY0l4f-19HRQl6HKwE5AlhCAzD8b0xTPw-vBAYDc,2025-11-26T00:08:30Z,RELEASED,Shipment,Order Payment,Commission,-13.34
112-5474901-3914666,1062959209,x7tdKlAq3Ya-1rPspTGPtzdL80VgTM9KnUdKkwuetwU,2025-12-04T17:29:18Z,RELEASED,Refund,Refund,Commission,13.34
112-5474901-3914666,1062959209,x7tdKlAq3Ya-1rPspTGPtzdL80VgTM9KnUdKkwuetwU,2025-12-04T17:29:18Z,RELEASED,Refund,Refund,RefundCommission,-2.67
111-2957385-2737019,1052907525,16ytvAbzj5w7B35uAR4YCPsev4lQ8Cf5bBCmP6_2v54,2025-11-30T00:01:48Z,RELEASED,Refund,Refund,Commission,5.44
111-2957385-2737019,1052907525,16ytvAbzj5w7B35uAR4YCPsev4lQ8Cf5bBCmP6_2v54,2025-11-30T00:01:48Z,RELEASED,Refund,Refund,RefundCommission,-1.09
111-2957385-2737019,1052907525,4nPRo1oFZq-hYUYiv6k7ymRcqufwLrBL_pZNmLLdC8w,2025-11-27T02:06:26Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-6.1
111-2957385-2737019,1052907525,4nPRo1oFZq-hYUYiv6k7ymRcqufwLrBL_pZNmLLdC8w,2025-11-27T02:06:26Z,RELEASED,Shipment,Order Payment,Commission,-5.44
111-0671223-9025812,1068329365,EX9uLn313Kn56Gub0kkI_YBe_TToc3xBUdamqt2lI0o,2025-11-17T06:02:52Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.34
111-0671223-9025812,1068329365,EX9uLn313Kn56Gub0kkI_YBe_TToc3xBUdamqt2lI0o,2025-11-17T06:02:52Z,RELEASED,Shipment,Order Payment,Commission,-2.68
111-0671223-9025812,1068329365,EX9uLn313Kn56Gub0kkI_YBe_TToc3xBUdamqt2lI0o,2025-11-17T06:02:52Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
111-0671223-9025812,1068329365,pinOnXXKLVdo-A87XGIs648qFNRtDwJKyuz2W0s_c7E,2025-12-04T04:46:02Z,RELEASED,Refund,Refund,Commission,2.68
111-0671223-9025812,1068329365,pinOnXXKLVdo-A87XGIs648qFNRtDwJKyuz2W0s_c7E,2025-12-04T04:46:02Z,RELEASED,Refund,Refund,RefundCommission,-0.54
111-0671223-9025812,1068329365,pinOnXXKLVdo-A87XGIs648qFNRtDwJKyuz2W0s_c7E,2025-12-04T04:46:02Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
113-6510413-6393016,1065749622,7N1UuNVIr3rSEQkJCPUkXoNZ3KuQcFcMNQ9azVEVoNM,2025-11-12T01:28:38Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-7.78
113-6510413-6393016,1065749622,7N1UuNVIr3rSEQkJCPUkXoNZ3KuQcFcMNQ9azVEVoNM,2025-11-12T01:28:38Z,RELEASED,Shipment,Order Payment,Commission,-5.96
111-7970502-3249805,1069286280,4seKPOp4b5Cp_Ep_BpWpgH6pGBOPSiUL-2_rnzxWvSI,2025-11-25T22:44:48Z,RELEASED,Refund,Refund,Commission,6.76
111-7970502-3249805,1069286280,4seKPOp4b5Cp_Ep_BpWpgH6pGBOPSiUL-2_rnzxWvSI,2025-11-25T22:44:48Z,RELEASED,Refund,Refund,RefundCommission,-1.35
111-7970502-3249805,1069286280,4seKPOp4b5Cp_Ep_BpWpgH6pGBOPSiUL-2_rnzxWvSI,2025-11-25T22:44:48Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
111-7970502-3249805,1069286280,pzu2c3qy_E35_EBVQolHi9D0WzT_2_vBPiGD0edbmOw,2025-10-24T21:32:19Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.34
111-7970502-3249805,1069286280,pzu2c3qy_E35_EBVQolHi9D0WzT_2_vBPiGD0edbmOw,2025-10-24T21:32:19Z,RELEASED,Shipment,Order Payment,Commission,-6.76
111-7970502-3249805,1069286280,pzu2c3qy_E35_EBVQolHi9D0WzT_2_vBPiGD0edbmOw,2025-10-24T21:32:19Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
111-4640342-9796219,1045151360,_91tljq9Mpo8FrMifl-7KjBCkjhpXJMj0ueTlq3k2sQ,2025-11-19T19:42:09Z,RELEASED,Refund,Refund,Commission,6.44
111-4640342-9796219,1045151360,_91tljq9Mpo8FrMifl-7KjBCkjhpXJMj0ueTlq3k2sQ,2025-11-19T19:42:09Z,RELEASED,Refund,Refund,RefundCommission,-1.29
111-4640342-9796219,1045151360,_91tljq9Mpo8FrMifl-7KjBCkjhpXJMj0ueTlq3k2sQ,2025-11-19T19:42:09Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
111-4640342-9796219,1045151360,tRb-dB55WpFExj5xan13h7c4RIENUxsXSXEYfwBhC2s,2025-10-25T06:48:11Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.34
111-4640342-9796219,1045151360,tRb-dB55WpFExj5xan13h7c4RIENUxsXSXEYfwBhC2s,2025-10-25T06:48:11Z,RELEASED,Shipment,Order Payment,Commission,-6.44
111-4640342-9796219,1045151360,tRb-dB55WpFExj5xan13h7c4RIENUxsXSXEYfwBhC2s,2025-10-25T06:48:11Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
112-2543466-8864217,1052907525,hD9LTMal2IoN7DKcCyNhH-3_Q-FbobCwplr2pJmXTKE,2025-11-13T01:26:44Z,RELEASED,Refund,Refund,Commission,5.24
112-2543466-8864217,1052907525,hD9LTMal2IoN7DKcCyNhH-3_Q-FbobCwplr2pJmXTKE,2025-11-13T01:26:44Z,RELEASED,Refund,Refund,RefundCommission,-1.05
112-2543466-8864217,1052907525,ZajANF-TVmqARXggwV-v7tpLT5UM7qGEBRvOqopz7EY,2025-11-07T13:04:11Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-6.1
112-2543466-8864217,1052907525,ZajANF-TVmqARXggwV-v7tpLT5UM7qGEBRvOqopz7EY,2025-11-07T13:04:11Z,RELEASED,Shipment,Order Payment,Commission,-5.24
113-7938203-1598668,1068329410,701tRDnRICovet3r2OBBWkJgBJgDYUqYzuU7_nTkT74,2025-11-15T18:15:13Z,RELEASED,Refund,Refund,Commission,5.93
113-7938203-1598668,1068329410,701tRDnRICovet3r2OBBWkJgBJgDYUqYzuU7_nTkT74,2025-11-15T18:15:13Z,RELEASED,Refund,Refund,RefundCommission,-1.19
113-7938203-1598668,1068329410,701tRDnRICovet3r2OBBWkJgBJgDYUqYzuU7_nTkT74,2025-11-15T18:15:13Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
113-7938203-1598668,1068329410,INSKtCbCRZosOfnAyx83lN4G-TZtqm6Gg07Wu7j6dVQ,2025-10-16T10:59:22Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.34
113-7938203-1598668,1068329410,INSKtCbCRZosOfnAyx83lN4G-TZtqm6Gg07Wu7j6dVQ,2025-10-16T10:59:22Z,RELEASED,Shipment,Order Payment,Commission,-5.93
113-7938203-1598668,1068329410,INSKtCbCRZosOfnAyx83lN4G-TZtqm6Gg07Wu7j6dVQ,2025-10-16T10:59:22Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
113-8318160-5104263,1065749622,HDBEnBitO4LDYM-qdhS74OBUexytXnFGxKgEIPNwkuE,2025-11-13T19:26:49Z,RELEASED,Refund,Refund,Commission,5.96
113-8318160-5104263,1065749622,HDBEnBitO4LDYM-qdhS74OBUexytXnFGxKgEIPNwkuE,2025-11-13T19:26:49Z,RELEASED,Refund,Refund,RefundCommission,-1.19
113-8318160-5104263,1065749622,J2yTaiT4W-VXumC4fhLTowRux4meE-fRc0jZZSZyQ3s,2025-11-06T12:32:29Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-7.78
113-8318160-5104263,1065749622,J2yTaiT4W-VXumC4fhLTowRux4meE-fRc0jZZSZyQ3s,2025-11-06T12:32:29Z,RELEASED,Shipment,Order Payment,Commission,-5.96
112-4684184-7172250,1041418871,_FGMkVRksjVmSIvgpy-hD1tc3OGQ7QHrJ-P6CF8tTLg,2025-11-12T05:52:55Z,RELEASED,Refund,Refund,Commission,7.45
112-4684184-7172250,1041418871,_FGMkVRksjVmSIvgpy-hD1tc3OGQ7QHrJ-P6CF8tTLg,2025-11-12T05:52:55Z,RELEASED,Refund,Refund,RefundCommission,-1.49
112-4684184-7172250,1041418871,_FGMkVRksjVmSIvgpy-hD1tc3OGQ7QHrJ-P6CF8tTLg,2025-11-12T05:52:55Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
112-4684184-7172250,1041418871,SyM1yH2GhCBhuY5PJu2jgesKtUMER1HrIJZ64tG7abg,2025-11-07T06:45:12Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.34
112-4684184-7172250,1041418871,SyM1yH2GhCBhuY5PJu2jgesKtUMER1HrIJZ64tG7abg,2025-11-07T06:45:12Z,RELEASED,Shipment,Order Payment,Commission,-7.45
112-4684184-7172250,1041418871,SyM1yH2GhCBhuY5PJu2jgesKtUMER1HrIJZ64tG7abg,2025-11-07T06:45:12Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
111-1861375-3671433,1058392679,i8NpdVSEHzE0Gpx6S-s41cs8JPJ2OgUivfLb7ynY4cQ,2025-11-01T02:17:28Z,RELEASED,Refund,Refund,Commission,2.97
111-1861375-3671433,1058392679,i8NpdVSEHzE0Gpx6S-s41cs8JPJ2OgUivfLb7ynY4cQ,2025-11-01T02:17:28Z,RELEASED,Refund,Refund,RefundCommission,-0.59
111-1861375-3671433,1058392679,slENruXrfbFUf4S_JZ8eul0qAY8gYEprPTnVwHwt7AE,2025-10-28T21:47:38Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-4.84
111-1861375-3671433,1058392679,slENruXrfbFUf4S_JZ8eul0qAY8gYEprPTnVwHwt7AE,2025-10-28T21:47:38Z,RELEASED,Shipment,Order Payment,Commission,-2.97
114-8751617-8333844,1051249032,cTgYZ4viguZnJyJA3ZphuWtHAZoU3XX0xXTWdtCY01w,2025-11-01T23:44:30Z,RELEASED,Refund,Refund,Commission,5.12
114-8751617-8333844,1051249032,cTgYZ4viguZnJyJA3ZphuWtHAZoU3XX0xXTWdtCY01w,2025-11-01T23:44:30Z,RELEASED,Refund,Refund,RefundCommission,-1.02
114-8751617-8333844,1051249032,v49_ImztCca0YPkbmUZXPUv0TNsee48ifSvpmC8BIWw,2025-10-23T21:52:37Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-7.03
114-8751617-8333844,1051249032,v49_ImztCca0YPkbmUZXPUv0TNsee48ifSvpmC8BIWw,2025-10-23T21:52:37Z,RELEASED,Shipment,Order Payment,Commission,-5.12
111-3653818-4585827,1058392679,a6QR5xV70wz0mCnTrofx4SCGWryylpr3mei8GMZsDFM,2025-10-31T20:34:11Z,RELEASED,Refund,Refund,Commission,3.64
111-3653818-4585827,1058392679,a6QR5xV70wz0mCnTrofx4SCGWryylpr3mei8GMZsDFM,2025-10-31T20:34:11Z,RELEASED,Refund,Refund,RefundCommission,-0.73
111-3653818-4585827,1058392679,zJxqf0JxfcIrgbqZpUxg4GgpeBggKWT_k6AN1JlT_mI,2025-10-04T23:42:02Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-5.77
111-3653818-4585827,1058392679,zJxqf0JxfcIrgbqZpUxg4GgpeBggKWT_k6AN1JlT_mI,2025-10-04T23:42:02Z,RELEASED,Shipment,Order Payment,Commission,-3.64
114-6711696-3537036,1070280052,LX4OMJ5WckBUdrpSNt-tJG1HklYtTlc97PLj5GxSBq0,2025-11-03T22:36:26Z,RELEASED,Refund,Refund,Commission,3.21
114-6711696-3537036,1070280052,LX4OMJ5WckBUdrpSNt-tJG1HklYtTlc97PLj5GxSBq0,2025-11-03T22:36:26Z,RELEASED,Refund,Refund,RefundCommission,-0.64
114-6711696-3537036,1070280052,LX4OMJ5WckBUdrpSNt-tJG1HklYtTlc97PLj5GxSBq0,2025-11-03T22:36:26Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
114-6711696-3537036,1070280052,rGVHOHbDkK6zJwrYD8u3vXZH3ubMa2YcWfIDjBYQdPQ,2025-10-28T18:07:48Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.34
114-6711696-3537036,1070280052,rGVHOHbDkK6zJwrYD8u3vXZH3ubMa2YcWfIDjBYQdPQ,2025-10-28T18:07:48Z,RELEASED,Shipment,Order Payment,Commission,-3.21
114-6711696-3537036,1070280052,rGVHOHbDkK6zJwrYD8u3vXZH3ubMa2YcWfIDjBYQdPQ,2025-10-28T18:07:48Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
114-8758235-2013009,1063162591,9Ap1MJdak0QhTcw9Xyc_9xYmqk7ce55DJr6GQYgIxzo,2025-10-05T14:06:07Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-7.4
114-8758235-2013009,1063162591,9Ap1MJdak0QhTcw9Xyc_9xYmqk7ce55DJr6GQYgIxzo,2025-10-05T14:06:07Z,RELEASED,Shipment,Order Payment,Commission,-21.0
114-8758235-2013009,1063162591,Jf4_5fIMLfTCBaZB1KP12WWiT4bqpsdRFqN3rxwPK30,2025-10-09T00:36:37Z,RELEASED,Refund,Refund,Commission,21.0
114-8758235-2013009,1063162591,Jf4_5fIMLfTCBaZB1KP12WWiT4bqpsdRFqN3rxwPK30,2025-10-09T00:36:37Z,RELEASED,Refund,Refund,RefundCommission,-4.2
112-3508337-8538620,1063375943,'-HrbVQfExqOEVI4C-i4MMPNbhiU2xCqhdJxafPsPUPE,2025-11-01T10:22:46Z,RELEASED,Refund,Refund,Commission,8.24
112-3508337-8538620,1063375943,'-HrbVQfExqOEVI4C-i4MMPNbhiU2xCqhdJxafPsPUPE,2025-11-01T10:22:46Z,RELEASED,Refund,Refund,RefundCommission,-1.65
112-3508337-8538620,1063375943,'-HrbVQfExqOEVI4C-i4MMPNbhiU2xCqhdJxafPsPUPE,2025-11-01T10:22:46Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
112-3508337-8538620,1063375943,rQwcwUYKV9QdfzDXeD2a1tVEND0777Y_35jje7HswU4,2025-10-09T20:48:26Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.06
112-3508337-8538620,1063375943,rQwcwUYKV9QdfzDXeD2a1tVEND0777Y_35jje7HswU4,2025-10-09T20:48:26Z,RELEASED,Shipment,Order Payment,Commission,-8.24
112-3508337-8538620,1063375943,rQwcwUYKV9QdfzDXeD2a1tVEND0777Y_35jje7HswU4,2025-10-09T20:48:26Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
114-8500356-2388244,1051249032,LQpHHFEd5FZj9Sl4OcyKDBW4_2V3qJh6ObCcOrDbYV8,2025-10-18T17:50:19Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-7.03
114-8500356-2388244,1051249032,LQpHHFEd5FZj9Sl4OcyKDBW4_2V3qJh6ObCcOrDbYV8,2025-10-18T17:50:19Z,RELEASED,Shipment,Order Payment,Commission,-5.05
114-8500356-2388244,1051249032,YqI9U_pfcV59lL8mjtW9fhekfNn69EvCwc4_XlVXRaU,2025-10-21T22:16:29Z,RELEASED,Refund,Refund,Commission,5.05
114-8500356-2388244,1051249032,YqI9U_pfcV59lL8mjtW9fhekfNn69EvCwc4_XlVXRaU,2025-10-21T22:16:29Z,RELEASED,Refund,Refund,RefundCommission,-1.01
113-5606418-7407430,1030912249,RIWqhsD6sDPmNhkjE7CfEngo4JX0vgyp6ZhafGgBSPw,2025-10-20T22:52:40Z,RELEASED,Refund,Refund,Commission,3.51
113-5606418-7407430,1030912249,RIWqhsD6sDPmNhkjE7CfEngo4JX0vgyp6ZhafGgBSPw,2025-10-20T22:52:40Z,RELEASED,Refund,Refund,RefundCommission,-0.7
113-5606418-7407430,1030912249,rJBygBhrU9YNspLIwE4z-68aPNdhvAn6C0m5RNr03hA,2025-10-03T06:04:23Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-35.22
113-5606418-7407430,1030912249,rJBygBhrU9YNspLIwE4z-68aPNdhvAn6C0m5RNr03hA,2025-10-03T06:04:23Z,RELEASED,Shipment,Order Payment,Commission,-21.06
112-1380180-3051411,1048894668,a-g14OII_mRzXgKawejEhJ84iar3eKfxFyM3YECZIUc,2025-10-27T18:56:17Z,RELEASED,Refund,Refund,Commission,6.76
112-1380180-3051411,1048894668,a-g14OII_mRzXgKawejEhJ84iar3eKfxFyM3YECZIUc,2025-10-27T18:56:17Z,RELEASED,Refund,Refund,RefundCommission,-1.35
112-1380180-3051411,1048894668,a-g14OII_mRzXgKawejEhJ84iar3eKfxFyM3YECZIUc,2025-10-27T18:56:17Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
112-1380180-3051411,1048894668,tCAAcR-eaYxtp7aRviKeUsGznlpQlpFoswPgOHqy7AQ,2025-10-10T03:51:10Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.15
112-1380180-3051411,1048894668,tCAAcR-eaYxtp7aRviKeUsGznlpQlpFoswPgOHqy7AQ,2025-10-10T03:51:10Z,RELEASED,Shipment,Order Payment,Commission,-6.76
112-1380180-3051411,1048894668,tCAAcR-eaYxtp7aRviKeUsGznlpQlpFoswPgOHqy7AQ,2025-10-10T03:51:10Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
111-1119433-0789004,1045692341,bxfLLf54zgBV_uLOtq5r-uGUmDzTLHyGOqQB9e___5w,2025-10-15T15:13:34Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.34
111-1119433-0789004,1045692341,bxfLLf54zgBV_uLOtq5r-uGUmDzTLHyGOqQB9e___5w,2025-10-15T15:13:34Z,RELEASED,Shipment,Order Payment,Commission,-7.5
111-1119433-0789004,1045692341,bxfLLf54zgBV_uLOtq5r-uGUmDzTLHyGOqQB9e___5w,2025-10-15T15:13:34Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
111-1119433-0789004,1045692341,W0VUJDOAYNEavHT2ccVVJqvhw9pT7HnNELn2-nnwpuo,2025-10-17T22:05:43Z,RELEASED,Refund,Refund,Commission,7.5
111-1119433-0789004,1045692341,W0VUJDOAYNEavHT2ccVVJqvhw9pT7HnNELn2-nnwpuo,2025-10-17T22:05:43Z,RELEASED,Refund,Refund,RefundCommission,-1.5
111-1119433-0789004,1045692341,W0VUJDOAYNEavHT2ccVVJqvhw9pT7HnNELn2-nnwpuo,2025-10-17T22:05:43Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
114-8599152-0077830,1068329410,GeGO_zVKyGSIemP8CAE3n0upc31aGR4KufwFo39z0f4,2025-10-12T04:47:44Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.15
114-8599152-0077830,1068329410,GeGO_zVKyGSIemP8CAE3n0upc31aGR4KufwFo39z0f4,2025-10-12T04:47:44Z,RELEASED,Shipment,Order Payment,Commission,-5.96
114-8599152-0077830,1068329410,GeGO_zVKyGSIemP8CAE3n0upc31aGR4KufwFo39z0f4,2025-10-12T04:47:44Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
114-8599152-0077830,1068329410,JEbQ7NuM2-ode-BaPIB1AM1p0R_yAfme0ljgSsUAXV4,2025-10-15T05:37:58Z,RELEASED,Refund,Refund,Commission,5.96
114-8599152-0077830,1068329410,JEbQ7NuM2-ode-BaPIB1AM1p0R_yAfme0ljgSsUAXV4,2025-10-15T05:37:58Z,RELEASED,Refund,Refund,RefundCommission,-1.19
114-8599152-0077830,1068329410,JEbQ7NuM2-ode-BaPIB1AM1p0R_yAfme0ljgSsUAXV4,2025-10-15T05:37:58Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
111-8286549-0989868,1051249032,8gHWkeidJrV2XkU1uUvCC7MQJl0pCCAMfaqFvZuN6o4,2025-10-06T05:37:50Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-6.62
111-8286549-0989868,1051249032,8gHWkeidJrV2XkU1uUvCC7MQJl0pCCAMfaqFvZuN6o4,2025-10-06T05:37:50Z,RELEASED,Shipment,Order Payment,Commission,-5.14
111-8286549-0989868,1051249032,PtG-CEFILepXOCicSSTGwptBQQ0Q1yLfgG59QBtfrGc,2025-10-09T20:31:15Z,RELEASED,Refund,Refund,Commission,5.14
111-8286549-0989868,1051249032,PtG-CEFILepXOCicSSTGwptBQQ0Q1yLfgG59QBtfrGc,2025-10-09T20:31:15Z,RELEASED,Refund,Refund,RefundCommission,-1.03
111-7044045-4809864,1061145216,fJsj4unGXZ8lOqpT-X7ekIJtyjzKhIe55v-WZU_Wi8k,2025-10-01T07:25:50Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.15
111-7044045-4809864,1061145216,fJsj4unGXZ8lOqpT-X7ekIJtyjzKhIe55v-WZU_Wi8k,2025-10-01T07:25:50Z,RELEASED,Shipment,Order Payment,Commission,-6.23
111-7044045-4809864,1061145216,fJsj4unGXZ8lOqpT-X7ekIJtyjzKhIe55v-WZU_Wi8k,2025-10-01T07:25:50Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
111-7044045-4809864,1061145216,gbBjG3lSVnhs2zPT-YBO4pD2xcVuVy4EhKd16Ytonrw,2025-10-16T00:14:37Z,RELEASED,Refund,Refund,Commission,6.23
111-7044045-4809864,1061145216,gbBjG3lSVnhs2zPT-YBO4pD2xcVuVy4EhKd16Ytonrw,2025-10-16T00:14:37Z,RELEASED,Refund,Refund,RefundCommission,-1.25
111-7044045-4809864,1061145216,gbBjG3lSVnhs2zPT-YBO4pD2xcVuVy4EhKd16Ytonrw,2025-10-16T00:14:37Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
112-0301794-5322649,1052907525,Fd97C949VLOOJgPXs8GjBc-d8pFgrr5ncJbvtuoKbWQ,2025-09-27T06:14:06Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-5.77
112-0301794-5322649,1052907525,Fd97C949VLOOJgPXs8GjBc-d8pFgrr5ncJbvtuoKbWQ,2025-09-27T06:14:06Z,RELEASED,Shipment,Order Payment,Commission,-5.61
112-0301794-5322649,1052907525,XDAOmAHI76iIrEv9eIBxQFs6bBTIs471q0FJ3b7O7aY,2025-10-04T00:55:54Z,RELEASED,Refund,Refund,Commission,5.61
