order_id,sku,transaction_id,posted_date,transaction_status,transaction_type,description,fee_type,signed_amount_usd
112-0301794-5322649,1052907525,XDAOmAHI76iIrEv9eIBxQFs6bBTIs471q0FJ3b7O7aY,2025-10-04T00:55:54Z,RELEASED,Refund,Refund,RefundCommission,-1.12
111-8220864-7360221,1068811444,0ayKTD9MvH1-gGhZhOi2oYe6BSigH0iSQ-U6v-zSVDY,2025-09-29T09:37:24Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.06
111-8220864-7360221,1068811444,0ayKTD9MvH1-gGhZhOi2oYe6BSigH0iSQ-U6v-zSVDY,2025-09-29T09:37:24Z,RELEASED,Shipment,Order Payment,Commission,-6.11
111-8220864-7360221,1068811444,0ayKTD9MvH1-gGhZhOi2oYe6BSigH0iSQ-U6v-zSVDY,2025-09-29T09:37:24Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
111-8220864-7360221,1068811444,ka2gM8CPlDlyiUA0munoWtNcJTcvHblT6tB48zWYczk,2025-10-06T00:15:12Z,RELEASED,Refund,Refund,Commission,6.11
111-8220864-7360221,1068811444,ka2gM8CPlDlyiUA0munoWtNcJTcvHblT6tB48zWYczk,2025-10-06T00:15:12Z,RELEASED,Refund,Refund,RefundCommission,-1.22
111-8220864-7360221,1068811444,ka2gM8CPlDlyiUA0munoWtNcJTcvHblT6tB48zWYczk,2025-10-06T00:15:12Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
112-1985032-3852235,1058392679,WatGqNoO8BGxmZ6tGe5_uxu9bA4kd0BTSsRdr2-JHh8,2025-10-01T21:27:40Z,RELEASED,Refund,Refund,Commission,3.66
112-1985032-3852235,1058392679,WatGqNoO8BGxmZ6tGe5_uxu9bA4kd0BTSsRdr2-JHh8,2025-10-01T21:27:40Z,RELEASED,Refund,Refund,RefundCommission,-0.73
112-1985032-3852235,1058392679,YLyBAL1YoqQakUBeSvet-TBTQRi9pe7m4lbMDCd4STI,2025-09-19T23:13:58Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-5.77
112-1985032-3852235,1058392679,YLyBAL1YoqQakUBeSvet-TBTQRi9pe7m4lbMDCd4STI,2025-09-19T23:13:58Z,RELEASED,Shipment,Order Payment,Commission,-3.66
113-6700250-2335433,1063162578,5PmnQHS84rbKLdEKy75K7JZ_7kCVqtYJqsrkpGVKAgg,2025-09-29T20:38:58Z,RELEASED,Refund,Refund,Commission,5.59
113-6700250-2335433,1063162578,5PmnQHS84rbKLdEKy75K7JZ_7kCVqtYJqsrkpGVKAgg,2025-09-29T20:38:58Z,RELEASED,Refund,Refund,RefundCommission,-1.12
113-6700250-2335433,1063162578,rJ2ueErb8H9bzmOs2KMcPtPecfE7Uk-pslxa0THaNv4,2025-09-24T09:28:12Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-7.0
113-6700250-2335433,1063162578,rJ2ueErb8H9bzmOs2KMcPtPecfE7Uk-pslxa0THaNv4,2025-09-24T09:28:12Z,RELEASED,Shipment,Order Payment,Commission,-5.59
112-0746183-7085059,1063376019,0IIsNZcBpsLkWpJGS4E3KWVoZ-QVthAc5t-NKpPTioM,2025-09-22T16:55:25Z,RELEASED,Refund,Refund,Commission,4.29
112-0746183-7085059,1063376019,0IIsNZcBpsLkWpJGS4E3KWVoZ-QVthAc5t-NKpPTioM,2025-09-22T16:55:25Z,RELEASED,Refund,Refund,RefundCommission,-0.86
112-0746183-7085059,1063376019,0IIsNZcBpsLkWpJGS4E3KWVoZ-QVthAc5t-NKpPTioM,2025-09-22T16:55:25Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
112-0746183-7085059,1063376019,YM6PIzBOoDJS7v2B89aRcVk2s6Y7LN_TEJD4hwXThMQ,2025-09-19T05:34:48Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.15
112-0746183-7085059,1063376019,YM6PIzBOoDJS7v2B89aRcVk2s6Y7LN_TEJD4hwXThMQ,2025-09-19T05:34:48Z,RELEASED,Shipment,Order Payment,Commission,-4.29
112-0746183-7085059,1063376019,YM6PIzBOoDJS7v2B89aRcVk2s6Y7LN_TEJD4hwXThMQ,2025-09-19T05:34:48Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
112-9172949-2457810,1061145216,_OFzFqxiNdyNjlwdqcdnFO3yy8OJElVh7OL6OTokZfs,2025-09-23T20:57:12Z,RELEASED,Refund,Refund,Commission,7.37
112-9172949-2457810,1061145216,_OFzFqxiNdyNjlwdqcdnFO3yy8OJElVh7OL6OTokZfs,2025-09-23T20:57:12Z,RELEASED,Refund,Refund,RefundCommission,-1.47
112-9172949-2457810,1061145216,_OFzFqxiNdyNjlwdqcdnFO3yy8OJElVh7OL6OTokZfs,2025-09-23T20:57:12Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
112-9172949-2457810,1061145216,PTnHFVp2MX92_XAL-onDhZMVbZz9Q_r9T-0HeVcDlUw,2025-08-27T23:36:11Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.15
112-9172949-2457810,1061145216,PTnHFVp2MX92_XAL-onDhZMVbZz9Q_r9T-0HeVcDlUw,2025-08-27T23:36:11Z,RELEASED,Shipment,Order Payment,Commission,-7.37
112-9172949-2457810,1061145216,PTnHFVp2MX92_XAL-onDhZMVbZz9Q_r9T-0HeVcDlUw,2025-08-27T23:36:11Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
111-4013882-7942665,1068329410,AoLJW6N-MzNFX-iFhsPFFdQKqDzPznpyE65BwI2sxwM,2025-09-13T21:15:03Z,RELEASED,Refund,Refund,Commission,5.65
111-4013882-7942665,1068329410,AoLJW6N-MzNFX-iFhsPFFdQKqDzPznpyE65BwI2sxwM,2025-09-13T21:15:03Z,RELEASED,Refund,Refund,RefundCommission,-1.13
111-4013882-7942665,1068329410,AoLJW6N-MzNFX-iFhsPFFdQKqDzPznpyE65BwI2sxwM,2025-09-13T21:15:03Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
111-4013882-7942665,1068329410,ChnVFbXlEVZyZg5fYASSy_L7sWn0sFXGsrWJZWOHQOs,2025-08-25T17:52:52Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.15
111-4013882-7942665,1068329410,ChnVFbXlEVZyZg5fYASSy_L7sWn0sFXGsrWJZWOHQOs,2025-08-25T17:52:52Z,RELEASED,Shipment,Order Payment,Commission,-5.65
111-4013882-7942665,1068329410,ChnVFbXlEVZyZg5fYASSy_L7sWn0sFXGsrWJZWOHQOs,2025-08-25T17:52:52Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
114-0447408-6785807,1052907525,IOrp5Gd0YvBfAnW6cx9UEHvLmsSE0Ri34g6rCmxf70U,2025-08-30T09:28:04Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-5.77
114-0447408-6785807,1052907525,IOrp5Gd0YvBfAnW6cx9UEHvLmsSE0Ri34g6rCmxf70U,2025-08-30T09:28:04Z,RELEASED,Shipment,Order Payment,Commission,-5.69
114-0447408-6785807,1052907525,mO5_fmNWknHSYQt0xZNeLet9ZJ_PCkevY18eSx_wZS0,2025-09-05T21:52:46Z,RELEASED,Refund,Refund,Commission,5.69
114-0447408-6785807,1052907525,mO5_fmNWknHSYQt0xZNeLet9ZJ_PCkevY18eSx_wZS0,2025-09-05T21:52:46Z,RELEASED,Refund,Refund,RefundCommission,-1.14
114-2383470-3392237,1069890500,cfKKesZu1pXzv-bivEqvwvl3t9DepYE77YYl2OJSPTo,2025-09-19T11:23:32Z,RELEASED,Refund,Refund,Commission,7.5
114-2383470-3392237,1069890500,cfKKesZu1pXzv-bivEqvwvl3t9DepYE77YYl2OJSPTo,2025-09-19T11:23:32Z,RELEASED,Refund,Refund,RefundCommission,-1.5
114-2383470-3392237,1069890500,pWxgpR2YQUXXLCynWW8qSb8Hw30llS9fMSNDYqIwDtY,2025-08-29T19:02:22Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.15
114-2383470-3392237,1069890500,pWxgpR2YQUXXLCynWW8qSb8Hw30llS9fMSNDYqIwDtY,2025-08-29T19:02:22Z,RELEASED,Shipment,Order Payment,Commission,-7.5
114-2383470-3392237,1069890500,pWxgpR2YQUXXLCynWW8qSb8Hw30llS9fMSNDYqIwDtY,2025-08-29T19:02:22Z,RELEASED,Shipment,Order Payment,ShippingChargeback,-1.3
114-2383470-3392237,1069890500,pWxgpR2YQUXXLCynWW8qSb8Hw30llS9fMSNDYqIwDtY,2025-08-29T19:02:22Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
114-6640619-1201846,1052907525,n1nFgUmQLI_zb6fN3eTHTm6qxo0Tqto6x1QTgCKc4LI,2025-09-09T17:23:27Z,RELEASED,Refund,Refund,Commission,5.69
114-6640619-1201846,1052907525,n1nFgUmQLI_zb6fN3eTHTm6qxo0Tqto6x1QTgCKc4LI,2025-09-09T17:23:27Z,RELEASED,Refund,Refund,RefundCommission,-1.14
114-6640619-1201846,1052907525,Tc2b7k-c8v1WfAJ1IXTxS5loj6oYyHSkGbCDwtABr90,2025-09-04T07:27:39Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-5.77
114-6640619-1201846,1052907525,Tc2b7k-c8v1WfAJ1IXTxS5loj6oYyHSkGbCDwtABr90,2025-09-04T07:27:39Z,RELEASED,Shipment,Order Payment,Commission,-5.69
114-8010846-9860240,1066393107,Kto3O0JqgrRWzbcXymM8CuHaPmeoujGKQw_qbqOSTdg,2025-09-17T21:26:55Z,RELEASED,Refund,Refund,Commission,8.05
114-8010846-9860240,1066393107,Kto3O0JqgrRWzbcXymM8CuHaPmeoujGKQw_qbqOSTdg,2025-09-17T21:26:55Z,RELEASED,Refund,Refund,RefundCommission,-1.61
114-8010846-9860240,1066393107,vmpA8AiiWpltA8u47OxHFNM27jewEfJQjoGHRUNh0Mg,2025-08-27T16:41:59Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-6.81
114-8010846-9860240,1066393107,vmpA8AiiWpltA8u47OxHFNM27jewEfJQjoGHRUNh0Mg,2025-08-27T16:41:59Z,RELEASED,Shipment,Order Payment,Commission,-8.05
113-5786079-5950647,1063162578,k0Ms7ylxHq_nroFlkeLShj6I6Ub0fiX_a6DZzUvbVKY,2025-08-28T00:21:35Z,RELEASED,Refund,Refund,Commission,6
113-5786079-5950647,1063162578,k0Ms7ylxHq_nroFlkeLShj6I6Ub0fiX_a6DZzUvbVKY,2025-08-28T00:21:35Z,RELEASED,Refund,Refund,RefundCommission,-1.2
113-5786079-5950647,1063162578,liiqYa-BJ88YC9dJRduPREd1pl-3ua8061v7PSU8ZWo,2025-07-28T21:37:45Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-7
113-5786079-5950647,1063162578,liiqYa-BJ88YC9dJRduPREd1pl-3ua8061v7PSU8ZWo,2025-07-28T21:37:45Z,RELEASED,Shipment,Order Payment,Commission,-6
112-9740624-6405817,1069261942,hcjgmOLf2jyCRA3hU5lBt9_GeVTNX4dJRyJesNDNATk,2025-08-30T00:06:29Z,RELEASED,Refund,Refund,Commission,3.18
112-9740624-6405817,1069261942,hcjgmOLf2jyCRA3hU5lBt9_GeVTNX4dJRyJesNDNATk,2025-08-30T00:06:29Z,RELEASED,Refund,Refund,RefundCommission,-0.64
112-9740624-6405817,1069261942,k0nI3fPmkdnzos7k_2PT6t1hcF3H9eAcHBjJ4GljRg0,2025-08-25T12:15:40Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-4.55
112-9740624-6405817,1069261942,k0nI3fPmkdnzos7k_2PT6t1hcF3H9eAcHBjJ4GljRg0,2025-08-25T12:15:40Z,RELEASED,Shipment,Order Payment,Commission,-3.18
111-5315317-5904218,1068811450,5FfUCLP6-m1LCNjbcZuMQ3mX8MFs5sMAuhd7Qdiv-_8,2025-08-29T03:17:15Z,RELEASED,Refund,Refund,Commission,3
111-5315317-5904218,1068811450,5FfUCLP6-m1LCNjbcZuMQ3mX8MFs5sMAuhd7Qdiv-_8,2025-08-29T03:17:15Z,RELEASED,Refund,Refund,RefundCommission,-0.6
111-5315317-5904218,1068811450,5FfUCLP6-m1LCNjbcZuMQ3mX8MFs5sMAuhd7Qdiv-_8,2025-08-29T03:17:15Z,RELEASED,Refund,Refund,VariableClosingFee,1.8
111-5315317-5904218,1068811450,8TfBDusMLitReGFEEDpaLlhjkn0zsj3cKQ3scjK0_yk,2025-08-07T04:46:50Z,RELEASED,Shipment,Order Payment,FBAPerUnitFulfillmentFee,-3.15
111-5315317-5904218,1068811450,8TfBDusMLitReGFEEDpaLlhjkn0zsj3cKQ3scjK0_yk,2025-08-07T04:46:50Z,RELEASED,Shipment,Order Payment,Commission,-3
111-5315317-5904218,1068811450,8TfBDusMLitReGFEEDpaLlhjkn0zsj3cKQ3scjK0_yk,2025-08-07T04:46:50Z,RELEASED,Shipment,Order Payment,VariableClosingFee,-1.8
