order_id,sku,asin,fnsku,title,is_video_game,system,classification_source,original_condition,current_sku_condition,sale_date,return_date,quantity,sold_line_quantity,lpn,fulfillment_center,raw_disposition,raw_reason,raw_status,economic_outcome,case_id,unit_cost,cost_source,sale_price_per_unit,original_revenue_line,customer_refund_line,gross_fees_per_returned_unit,fee_credits_per_returned_unit,original_fba_fee_per_returned_unit,original_referral_fee_per_returned_unit,fba_fee_credit_per_returned_unit,referral_fee_credit_per_returned_unit,refund_admin_fee_per_returned_unit,return_processing_fee_per_returned_unit,removal_fee_per_returned_unit,net_transaction_cost,reimbursement,reimbursement_ids,reimbursement_inventory_units,known_recovery_value,known_impairment,known_loss_excluding_unknown_impairment,zero_recovery_loss_known_basis,reconciliation_status,cohort_in_period,return_in_period,bucket,currently_sellable_evidence,currently_unsellable_evidence,downstream_state,candidate_removal_ids_not_unit_links,candidate_removal_rows,downstream_case_state,downstream_case_decision
113-2871787-3918615,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-11-30,2026-02-03,1,1,LPNO500885809,IND8,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,12.50,inventorylab_legacy,28.43,28.43,28.43,10.25,6.06,3.34,4.26,0,4.26,0.85,0,0,4.19,0,,0,,,4.19,16.69,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,GPBiI+SVBV;fj2ICmWxaW,3,,
111-0634512-1758622,1070625076,B01B298Q0S,X004WZUY6P,Teenage Mutant Ninja Turtles: Mutants in Manhattan - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-12-15,2026-01-31,1,1,LPNPMFF4629542,FTW5,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,sellable,,,missing,59.62,59.62,59.62,15.87,10.74,3.34,8.94,0,8.94,1.79,0,0,5.13,0,,0,,0,5.13,5.13,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
111-5922372-2571465,1064186110,B089DFJJGR,X00470RW4R,Madden NFL 21 - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-11-30,2026-01-30,1,1,LPNPMFF0236996,HOU3,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,,missing,10.99,10.99,10.99,7.12,3.45,3.34,1.65,0,1.65,0.33,0,0,3.67,0,,0,,,3.67,,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,87XACwKSP1,1,,
114-9342283-1441848,1066663896,B07X35GXG3,X004E9APPJ,Nighthawk Interactive Disney Classic Games: Aladdin and The Lion King - Nintendo Switch,True,Nintendo Switch,Title/platform heuristic,,11,2025-11-27,2026-01-30,1,1,LPNNA6T4G5K81,CHA1,CUSTOMER_DAMAGED,UNWANTED_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,,missing,33.58,33.58,33.58,11.19,6.84,3.34,5.04,0,5.04,1.01,0,0,4.35,0,,0,,,4.35,,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,fj2ICmWxaW,1,,
113-9457273-4581068,1068866834,B08PCN2Y3G,X004LYAQR9,Monster Energy Supercross 4 - PlayStation 5 [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2025-12-05,2026-01-29,1,1,LPNAC119831296,IAH1,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,13.99,inventorylab_legacy,30.74,30.74,30.74,10.67,6.41,3.34,4.61,0,4.61,0.92,0,0,4.26,0,,0,,0,4.26,4.26,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
112-7508326-2649056,1068811430,B006ZPAYMI,X004LNJ15N,Kinect Rush: A Disney Pixar Adventure - Xbox 360 [Xbox 360],True,Xbox 360,Title/platform heuristic,,11,2025-12-11,2026-01-26,1,1,LPNO438756959,PHX6,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,22.32,inventorylab_legacy,43.81,43.81,43.81,13.02,8.37,3.34,6.57,0,6.57,1.31,0,0,4.65,0,,0,,0,4.65,4.65,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
114-1276665-5754663,1070474333,B01GVN0D1U,X004W2LVJR,Resident Evil 7 Biohazard (Xbox One) [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-11-28,2026-01-18,1,1,LPNRRJE2908983,EWR7,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,32.52,32.52,32.52,11.00,6.68,3.34,4.88,0,4.88,0.98,0,0,4.32,0,,0,,0,4.32,4.32,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
113-1500948-7944207,1041856993,B00YC7ED0K,X002X61SBF,FIFA 16 - Standard Edition - PlayStation 3 [PlayStation 3],True,PlayStation 3,Title/platform heuristic,,11,2025-11-30,2026-01-18,1,1,LPNRRJE2913856,EWR7,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,14.82,inventorylab_legacy,34.27,34.27,34.27,11.31,6.94,3.34,5.14,0,5.14,1.03,0,0,4.37,0,,0,,0,4.37,4.37,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
114-2021980-4801068,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-09,2026-01-17,1,1,LPNO463405334,IND8,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,sellable,,12.50,inventorylab_legacy,28.95,28.95,28.95,10.35,6.14,3.34,4.34,0,4.34,0.87,0,0,4.21,0,,0,,0,4.21,4.21,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,GPBiI+SVBV;fj2ICmWxaW,3,,
114-4305074-4962629,1039988827,B00B98HF1O,X002U1FPYJ,"Lego: Marvel Super Heroes, XBOX 360 [Xbox 360]",True,Xbox 360,Title/platform heuristic,,11,2025-10-17,2026-01-17,1,1,LPNO463456339,IND8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,26.96,26.96,26.96,9.99,5.84,3.34,4.04,0,4.04,0.81,0,0,4.15,0,,0,,0,4.15,4.15,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
114-8211192-0497038,1063375943,B00FM5IY4W,X00452YF3X,Forza Motorsport 5 [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-11-11,2026-01-16,1,1,LPNNL52W342KF,CHA1,CUSTOMER_DAMAGED,NOT_COMPATIBLE,Unit returned to inventory,unsellable_recovery_unknown,,,missing,54.97,54.97,54.97,14.95,10.05,3.25,8.25,0,8.25,1.65,0,0,4.90,0,,0,,,4.90,,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,l6mbfzkt82,1,,
112-0388609-8099414,1070280053,B0B8JH4CTN,X004UTB05H,World of Outlaws - Dirt Racing [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-11-28,2026-01-14,1,1,LPNO459145014,IND8,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,23.37,inventorylab_legacy,66.77,66.77,66.77,17.16,11.82,3.34,10.02,0,10.02,2.0,0,0,5.34,0,,0,,0,5.34,5.34,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
112-1860205-6636231,1035764639,B071G5JJDW,X002N2IYKH,Monster Hunter: World - Xbox One Standard Edition [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-12-29,2026-01-13,1,1,LPNO470042613,IND8,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,17.97,inventorylab_legacy,37.64,37.64,37.64,11.92,7.45,3.34,5.65,0,5.65,1.13,0,0,4.47,0,,0,,,4.47,22.44,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,l6mbfzkt82,1,,
113-8422831-5185868,1069890497,B07D8KZ5NK,X004SC7G6D,Team Sonic Racing - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-08,2026-01-12,1,1,LPNAC902746057,FAR1,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,22.39,inventorylab_legacy,46.80,46.8,46.8,13.56,8.82,3.34,7.02,0,7.02,1.4,0,0,4.74,0,,0,,,4.74,27.13,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,gFUpsku6KE,1,,
111-2736284-5569005,1069890493,B0B359B45Q,X004SC7G3B,Little League World Series PS4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,NewItem,2025-12-15,2026-01-11,1,1,LPNO501724407,IND8,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,21.56,mbop_fifo,44.09,44.09,44.01,,,,,,,,,,,0,,0,,,,,principal_difference_review,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,4RPJ1hkLpp,1,,
111-3504908-3245058,1068811429,B0CGY48TGT,X004LMPASV,EA SPORTS WRC - Xbox Series X [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-12-20,2026-01-10,1,1,LPNPMFI1772632,LAS2,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,16.92,inventorylab_legacy,35.91,35.91,35.91,11.61,7.19,3.34,5.39,0,5.39,1.08,0,0,4.42,0,,0,,0,4.42,4.42,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
111-2262090-2420202,1066663923,B07L6PV2GJ,X004E9APYZ,Katamari Damacy Reroll - Nintendo Switch [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2025-11-14,2026-01-10,1,1,LPNAC809538124,PGA1,CUSTOMER_DAMAGED,MISSING_PARTS,Unit returned to inventory,unsellable_recovery_unknown,,,missing,49.82,49.82,49.82,14.01,9.27,3.25,7.47,0,7.47,1.49,0,0,4.74,0,,0,,,4.74,,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,gFUpsku6KE,1,,
112-5949006-4761828,1065946902,B01N9QVIRV,X004C506OP,Switch Title 3 - [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2025-12-07,2026-01-09,1,1,LPNNI5BWD2B3L,LEX2,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,25.02,inventorylab_legacy,48.99,48.99,48.99,13.87,9.15,3.25,7.35,0,7.35,1.47,0,0,4.72,0,,0,,0,4.72,4.72,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
114-4938135-9816205,1068329375,B00DBF813Y,X004JJ48GL,Final Fantasy XV - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-12-21,2026-01-08,1,1,LPNO474314395,PHX6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,13.70,inventorylab_legacy,30.22,30.22,30.22,10.58,6.33,3.34,4.53,0,4.53,0.91,0,0,4.25,0,,0,,0,4.25,4.25,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
111-5871947-1789851,1068329410,B07HFMJ4R5,X004JJ78EP,Minecraft: Starter Collection - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-11-19,2026-01-07,1,1,LPNNL5DPX7Q76,CHA1,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,23.49,inventorylab_legacy,39.93,39.93,39.93,12.33,7.79,3.34,5.99,0,5.99,1.2,0,0,4.54,0,,0,,0,4.54,4.54,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
111-6385485-2463463,1069286282,B0BPPQWQW2,X004OHFNDF,Diablo IV - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-20,2026-01-07,1,1,LPNAC891265195,PGA1,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,35.45,35.45,35.45,11.52,7.12,3.34,5.32,0,5.32,1.06,0,0,4.40,0,,0,,0,4.40,4.40,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
113-3334226-3585065,1037691479,B082QL63JB,X002QB0OHV,Fast & Furious Crossroads - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-12-19,2026-01-06,1,1,LPNNL5Q8KXPQF,CHA1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,34.85,34.85,34.85,11.33,7.03,3.25,5.23,0,5.23,1.05,0,0,4.30,0,,0,,0,4.30,4.30,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
111-3164705-0712221,1068811448,B072MKR1P5,X004LNDXOX,Forza Motorsport 7 - Standard Edition - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-11-28,2026-01-05,1,1,LPNAC672974923,PGA1,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,,missing,78.44,78.44,78.44,19.26,13.57,3.34,11.77,0,11.77,2.35,0,0,5.69,0,,0,,,5.69,,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,gFUpsku6KE,1,,
114-6019683-0709823,1033912576,B000TPTCR8,X002JQCP43,Amf Bowling Pinbusters - Nintendo Wii [Nintendo Wii],True,Nintendo Wii,Title/platform heuristic,,11,2025-12-05,2026-01-02,1,1,LPNNK5CTSZL18,CHA1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,27.22,27.22,27.22,10.04,5.88,3.34,4.08,0,4.08,0.82,0,0,4.16,0,,0,,0,4.16,4.16,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
113-6389021-4649035,1068811427,B0C7PN2L5V,X004PYRWYF,Starfield: Standard Edition - Xbox Series X [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-11-25,2025-12-31,1,1,LPNAC181829630,IAH1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,amazon_reimbursed,,,missing,53.34,53.34,53.34,14.74,9.8,3.34,8.0,0,8.0,1.6,0,0,4.94,40.20,21153567491,0,,0,-35.26,-35.26,posted_fees_reconciled,True,True,C. Amazon reimbursed,True,False,No linked downstream evidence,,0,,
112-8381990-2799468,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-11-23,2025-12-30,1,1,LPNAC934396664,PGA1,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,Unit returned to inventory,unsellable_recovery_unknown,,12.50,inventorylab_legacy,28.11,28.11,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,/hI/KNcPsg;GPBiI+SVBV;fj2ICmWxaW,4,,
113-9288365-0307457,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-09,2025-12-29,1,1,LPNPMFJ1921349,LAS2,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,12.50,inventorylab_legacy,28.95,28.95,28.95,10.35,6.14,3.34,4.34,0,4.34,0.87,0,0,4.21,0,,0,,0,4.21,4.21,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,/hI/KNcPsg;GPBiI+SVBV;fj2ICmWxaW,4,,
114-1715020-5309826,1068811427,B0C7PN2L5V,X004LNHTH5,Starfield: Standard Edition - Xbox Series X [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-11-22,2025-12-26,1,1,LPNAC369140911,FAR1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,54.65,54.65,54.65,14.98,10.0,3.34,8.2,0,8.2,1.64,0,0,4.98,0,,0,,0,4.98,4.98,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
114-5290887-3676217,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-12-11,2025-12-24,1,1,LPNAC625868301,OKC9,CUSTOMER_DAMAGED,FOUND_BETTER_PRICE,Unit returned to inventory,unsellable_recovery_unknown,,12.50,inventorylab_legacy,28.11,28.11,28.11,10.20,6.02,3.34,4.22,0,4.22,0.84,0,0,4.18,0,,0,,,4.18,16.68,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,/hI/KNcPsg;GPBiI+SVBV;fj2ICmWxaW,4,,
113-1600695-3803455,1064901190,B09D643D8F,X0048YS4DZ,Call of Duty: Vanguard [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2025-11-28,2025-12-23,1,1,LPNO457579027,IND8,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,,missing,46.62,46.62,46.62,13.53,8.79,3.34,6.99,0,6.99,1.4,0,0,4.74,0,,0,,,4.74,,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,Kioq1OvlJf,1,,
112-3914914-9962601,1068866835,B0D3P4HV27,X004LYAQS3,Madden NFL 25 - Xbox Series X [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2025-12-01,2025-12-19,1,1,LPNAC653536105,TUL2,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,sellable,,,missing,24.54,24.54,24.54,9.56,5.48,3.34,3.68,0,3.68,0.74,0,0,4.08,0,,0,,0,4.08,4.08,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
114-2208348-7809069,1068329365,B08NMQNSX3,X004JJ5ZB3,Madden NFL 21 Next Level Edition - PlayStation 5 [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2025-11-18,2025-12-15,1,1,LPNO468486406,PHX6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,17.89,17.89,17.89,8.36,4.48,3.34,2.68,0,2.68,0.54,0,0,3.88,0,,0,,0,3.88,3.88,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
114-7028916-7436205,1068811463,B0BDT4CQJD,X004LNINWP,Fortnite - Anime Legends- PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-11-25,2025-12-14,1,1,LPNO452986927,IND8,CUSTOMER_DAMAGED,UNWANTED_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,29.74,inventorylab_legacy,52.47,52.47,52.47,14.58,9.67,3.34,7.87,0,7.87,1.57,0,0,4.91,0,,0,,,4.91,34.65,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,Bue/BRv3vT,1,,
114-6265657-7353034,1065946902,B01N9QVIRV,X004C506OP,Switch Title 3 - [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2025-11-24,2025-12-10,1,1,LPNAC227739647,IAH1,SELLABLE,FOUND_BETTER_PRICE,Unit returned to inventory,sellable,,25.02,inventorylab_legacy,46.99,46.99,46.99,13.51,8.85,3.25,7.05,0,7.05,1.41,0,0,4.66,0,,0,,0,4.66,4.66,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
111-0671223-9025812,1068329365,B08NMQNSX3,X004JJ5ZB3,Madden NFL 21 Next Level Edition - PlayStation 5 [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2025-11-17,2025-12-03,1,1,LPNNC5X9146FT,LEX1,SELLABLE,NO_REASON_GIVEN,Unit returned to inventory,sellable,,,missing,17.89,17.89,17.89,8.36,4.48,3.34,2.68,0,2.68,0.54,0,0,3.88,0,,0,,0,3.88,3.88,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
111-7970502-3249805,1069286280,B0B3GHCTQB,X004OHFNFX,Call of Duty: Modern Warfare II - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-10-24,2025-11-29,1,1,LPNO448357035,IND8,CUSTOMER_DAMAGED,NOT_COMPATIBLE,Unit returned to inventory,unsellable_recovery_unknown,,,missing,45.05,45.05,45.05,13.25,8.56,3.34,6.76,0,6.76,1.35,0,0,4.69,0,,0,,,4.69,,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,ZKMxQsIB3x,1,,
111-4640342-9796219,1045151360,B00ZPT59YS,X0032AG889,Sea of Thieves: Standard Edition - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-10-24,2025-11-28,1,1,LPNPMFA8562305,LAS2,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,,missing,42.96,42.96,42.96,12.87,8.24,3.34,6.44,0,6.44,1.29,0,0,4.63,0,,0,,,4.63,,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,ZKMxQsIB3x,1,,
113-7938203-1598668,1068329410,B07HFMJ4R5,X004JJ78EP,Minecraft: Starter Collection - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-10-13,2025-11-23,1,1,LPNAC752146858,PGA1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,23.49,inventorylab_legacy,39.50,39.5,39.5,12.26,7.73,3.34,5.93,0,5.93,1.19,0,0,4.53,0,,0,,0,4.53,4.53,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
112-4684184-7172250,1041418871,B07DDD9CPN,X002WHVZKT,Just Dance 2019 - Wii Standard Edition [Nintendo Wii],True,Nintendo Wii,Title/platform heuristic,,11,2025-11-06,2025-11-19,1,1,LPNNH5BRDLJMB,LEX1,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,27.80,inventorylab_legacy,49.69,49.69,49.69,14.08,9.25,3.34,7.45,0,7.45,1.49,0,0,4.83,0,,0,,0,4.83,4.83,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
114-6711696-3537036,1070280052,B07RP42TMG,X004UTCLLJ,Tom Clancy's Ghost Recon Breakpoint - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-10-23,2025-11-06,1,1,LPNO439782722,IND8,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,21.38,21.38,21.38,8.99,5.01,3.34,3.21,0,3.21,0.64,0,0,3.98,0,,0,,0,3.98,3.98,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
112-3508337-8538620,1063375943,B00FM5IY4W,X00452YF3X,Forza Motorsport 5 [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-10-08,2025-11-01,1,1,LPNO441209939,IND8,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,54.95,54.95,54.95,14.75,10.04,3.06,8.24,0,8.24,1.65,0,0,4.71,0,,0,,0,4.71,4.71,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,l6mbfzkt82,1,,
112-1380180-3051411,1048894668,B01AC3ZD06,X0037THN4N,Nintendo Selects: Super Mario 3D World - Wii U Standard Edition [Nintendo Wii U],True,Nintendo Wii U,Title/platform heuristic,,11,2025-10-09,2025-10-27,1,1,LPNNH5TYV339H,CHA1,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,,missing,45.06,45.06,45.06,13.06,8.56,3.15,6.76,0,6.76,1.35,0,0,4.50,0,,0,,,4.50,,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,fXa76k4heP,1,,
111-1119433-0789004,1045692341,B014N4RTS4,X0032ZVHWV,YO-KAI WATCH - 3DS [Nintendo 3DS],True,Nintendo 3DS,Title/platform heuristic,,11,2025-10-14,2025-10-26,1,1,LPNRRJC0025559,EWR7,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,49.97,49.97,49.97,14.14,9.3,3.34,7.5,0,7.5,1.5,0,0,4.84,0,,0,,0,4.84,4.84,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
114-8599152-0077830,1068329410,B07HFMJ4R5,X004JJ78EP,Minecraft: Starter Collection - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-10-11,2025-10-20,1,1,LPNAC616775842,PGA1,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,23.49,inventorylab_legacy,39.73,39.73,39.73,12.10,7.76,3.15,5.96,0,5.96,1.19,0,0,4.34,0,,0,,,4.34,27.83,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,mG2aijogRw;rdhEzQVq7q,2,,
111-7044045-4809864,1061145216,B07YFF2KWG,X00400MY3D,The Sims 4 Plus Island Living Bundle - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2025-09-29,2025-10-15,1,1,LPNAC069088780,LEX2,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,41.51,41.51,41.51,12.43,8.03,3.15,6.23,0,6.23,1.25,0,0,4.40,0,,0,,0,4.40,4.40,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
111-8220864-7360221,1068811444,B0C9VW1KGR,X004LNHLY1,EA SPORTS FC 24 - Nintendo Switch [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2025-09-28,2025-10-10,1,1,LPNNG5S7NY5NX,MEM3,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,40.73,40.73,40.73,12.19,7.91,3.06,6.11,0,6.11,1.22,0,0,4.28,0,,0,,0,4.28,4.28,posted_fees_reconciled,True,True,A. Sellable,True,False,No linked downstream evidence,,0,,
112-0746183-7085059,1063376019,B00503E9UO,X00452YYBL,Call of Duty: Modern Warfare 3 - Nintendo Wii [Nintendo Wii],True,Nintendo Wii,Title/platform heuristic,,11,2025-09-18,2025-09-29,1,1,LPNAC006182404,LEX2,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,13.73,inventorylab_legacy,28.63,28.63,28.63,10.10,6.09,3.15,4.29,0,4.29,0.86,0,0,4.01,0,,0,,,4.01,17.74,posted_fees_reconciled,True,True,B. Unsellable / unfulfillable,False,True,No linked downstream evidence,R2jUQ41Bjr,1,,
