dimension,value,title,units_sold,returned_units_observed,return_rate,fee_reconciled_units,basis_known_units,gross_fees_reconciled,fee_credits_reconciled,net_transaction_cost_reconciled,reimbursements_linked,known_impairment,known_economic_components_partial_coverage,known_loss_fee_reconciled_subset,zero_recovery_known_components_plus_known_basis,unknown_impairment_known_basis,unknown_impairment_missing_basis_units,mean_transaction_cost_reconciled,median_transaction_cost_reconciled,mean_known_loss_fee_reconciled,known_cost_per_unit_sold_partial_coverage,zero_recovery_cost_per_unit_sold_partial_coverage,full_maximum_loss,original_fba_fees,original_referral_fees,referral_credits,fba_credits,refund_admin_fees,return_processing_fees,removal_fees
asin,B003ZHMMEM,Donkey Kong Country Returns,7,1,0.14285714285714285,1,0,13.10,8.24,4.86,0,0,4.86,4.86,4.86,0,0,4.86,4.86,4.86,0.6942857142857142857142857143,0.6942857142857142857142857143,,3.57,6.44,6.44,0,1.29,0,0
asin,B003ZUWLYU,Family Feud Decades - Nintendo Wii,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0042GW7CC,Namco Museum Megamix,3,1,0.3333333333333333,1,1,20.97,16.61,4.36,0,0,4.36,4.36,4.36,0,0,4.36,4.36,4.36,1.453333333333333333333333333,1.453333333333333333333333333,,3.42,4.72,4.72,0,0.94,0,0
asin,B0042YM9GI,Michael Jackson: The Experience,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0045ZB66I,Dragon Age Origins: Ultimate Edition - PC [Windows Vista | Windows XP],3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0047TG2R0,Dragon Age 2 - Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0048C8VKM,NASCAR The Game 2011 - Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00498RQEW,You Don't Know Jack,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B004BXAL0G,Major League Baseball 2K11 - PlayStation 2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B004FS8LYK,Tomb Raider,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B004FUI84G,Prototype 2 - Playstation 3,8,1,0.125,1,1,12.56,7.92,4.64,0,0,4.64,4.64,4.64,0,0,4.64,4.64,4.64,0.58,0.58,,3.42,6.12,6.12,0,1.22,0,0
asin,B004J30X4W,Country Dance Wii,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B004LWVHIM,Carnival Games: Monkey See Monkey Do - Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B004NB1BV4,Rio - Nintedo Wii [Nintendo Wii],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B004U4C25S,UFC Personal Trainer - Nintendo Wii,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B004XV9EWW,Mario & Sonic at the London 2012 Olympic Games,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00503E9UO,Call of Duty: Modern Warfare 3 - Nintendo Wii,2,1,0.5,1,1,10.10,6.09,4.01,0,0,4.01,4.01,17.74,13.73,0,4.01,4.01,4.01,2.005,8.87,,3.15,4.29,4.29,0,0.86,0,0
asin,B0050SWALO,Kinect Sports Ultimate Collection,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0050SYPV2,Sniper: Ghost Warrior 2 - Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0050SYW1U,The Adventures Of Tintin: The Game - Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0050SYY5E,Halo: Combat Evolved Anniversary,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0050SYYEK,Dance Central 2 - Xbox 360 [Xbox 360],6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0050SYZ2G,Kinect Sports Season Two,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0050SZ980,Mass Effect Trilogy - PC,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0050SZE2G,Far Cry 3 - PC,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0051TLAF4,LEGO Harry Potter: Years 5-7 - Xbox 360,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0051TLAZ4,LEGO Harry Potter: Years 5-7 - Playstation 3,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0051TLC9I,LEGO Harry Potter: Years 5-7 - Nintendo 3DS,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0052VPDMM,Family Game Night 4: The Game Show - Xbox 360 [Xbox 360],2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0053BCMAC,Paper Mario: Sticker Star,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0053BG122,Just Dance 3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0053BQQ6I,WWE '12 [Nintendo Wii],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0053BQU4G,WWE '12,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0053BSOD6,UFC Undisputed 3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0054U4A4I,STAR WARS: THE FORCE UNLEASHED II XBOX (XBOX 360),2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0056GJVQW,Just Dance Summer Party - Nintendo Wii,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0057PERPM,Country Dance 2 - Nintendo Wii,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0058LTE5S,The Black Eyed Peas Experience - Nintendo Wii,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B005EHAFTA,Advance Tabco K-00 Faucet Repair Kit,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B005EW6BU2,Monster High: Ghoul Spirit - Nintendo Wii,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B005EYRAUK,Sonic Generations - Nintendo 3DS,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B005N4HBE6,Red Dead Redemption: Game of the Year Edition - Xbox One and Xbox 360,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B005VBVQDI,Devil May Cry HD Collection - Playstation 3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0060ZN5T2,NEW Just Dance 3 Wii (Videogame Software),16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0062KIC2A,Take 2 GTA V Grand Theft Auto 5 Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0062VM8LU,Final Fantasy XIII-2 Collector's Edition - Playstation 3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00647630Y,Major League Baseball 2K12 - Xbox 360 [Xbox 360],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0065NP6NC,Fallout: New Vegas - Xbox 360 Ultimate Edition,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B006D3JT1E,Tiger Woods PGA TOUR 13 - Playstation 3 [PlayStation 3],2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B006D3JWR0,Tiger Woods PGA TOUR 13 - Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B006ZPAYMI,Kinect Rush: A Disney Pixar Adventure - Xbox 360,11,2,0.18181818181818182,2,2,26.53,16.98,9.55,0,0,9.55,9.55,9.55,0,0,4.775,4.775,4.775,0.8681818181818181818181818182,0.8681818181818181818181818182,,6.88,13.38,13.38,0,2.67,0,0
asin,B007BJNR6C,Assassin's Creed III: Liberation,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B007FQUEZ8,Metal Gear Solid HD Collection,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B007MM9E2E,Disney Epic Mickey 2: The Power of Two - Playstation 3 [PlayStation 3],2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B007MM9E42,Disney Epic Mickey 2: The Power of Two - Nintendo Wii,24,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B007V9NHMQ,007 Legends - Playstation 3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0081AWU4A,Just Dance Greatest Hits - Nintendo Wii [Nintendo Wii],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0083RDTA0,NASCAR The Game: Inside Line - Playstation 3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0086V5TVU,Just Dance 4 - Playstation 3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0086V5UEG,Just Dance 4,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0086V5UF0,Just Dance 4 - Nintendo Wii,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0087OXXGY,Harry Potter for Kinect - Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0088I7KYU,Injustice: Gods Among Us - Xbox 360,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0088I86SO,Just Dance 4 - Nintendo Wii U [Nintendo Wii U],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0088I8M0Q,Just Dance: Disney Party XBOX 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0088I8M10,Just Dance: Disney Party - Nintendo Wii,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B0088MVP4M,LEGO Lord of the Rings - Nintendo Wii,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008AT68UE,The Sims 3 Supernatural,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008BERGYU,Zumba Fitness Core (Street 10/16),2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008DNUXA8,Wreck-It Ralph - Nintendo Wii,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008E6ZXRC,Wipeout 3 - Xbox 360 [Xbox 360],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008E6ZXXG,Toy Story Mania for Xbox 360 Kinect,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008E6ZYCQ,Wipeout 3 - Nintendo Wii,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008HHTEE6,Cabela's Hunting Expeditions - Nintendo Wii [Nintendo Wii],2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008J16AG0,The Hip Hop Dance Experience - Nintendo Wii,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008J16AH4,Angry Birds Trilogy - Playstation 3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008J16AHE,The Hip Hop Dance Experience - Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008J16APQ,The Walking Dead: Survival Instinct - Playstation 3 [PlayStation 3],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008QLUS16,The Sims 3 Plus Seasons,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B008QLUTHO,The Sims 3 Seasons,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B009716CFK,Activision Skylanders Giants 3 Pack Sonic Boom Sprocket Stump Smash,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B009E480RS,Dance Central 3 - Xbox 360 [Xbox 360],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00A39IEMY,The Sims 3 University Life,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00A8TDADW,"Fat Daddio's Hemisphere Ball Cake Pans - Set of 3 Different Sizes: 4-inch, 5-inch, and 8-inch Silver Whimsical Hemisphere Cake Pans",1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00ARCWQOO,MLB 2K13 - Xbox 360 [Xbox 360],2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00AXI9XIE,DISNEY INFINITY Starter Pack PS3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00B98HBTA,Lego: Marvel Super Heroes - PlayStation 3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00B98HF1O,"Lego: Marvel Super Heroes, XBOX 360",3,1,0.3333333333333333,1,0,9.99,5.84,4.15,0,0,4.15,4.15,4.15,0,0,4.15,4.15,4.15,1.383333333333333333333333333,1.383333333333333333333333333,,3.34,4.04,4.04,0,0.81,0,0
asin,B00BMFIXZG,Assassin's Creed IV Black Flag - PC,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00BSELY9I,PS3 NCAA FOOTBALL 13,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00C4PCCL4,The Sims 3 Expansion Bundle - PC/Mac,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00C7103DO,Batman: Arkham Origins - Playstation 3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00CD90R72,FIFA 14 - Playstation 3,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00CMQTTZ2,Quantum Break - Xbox One,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00CMQTUCE,Kinect Sports: Rivals - Xbox One,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00CSLJ1L8,Pac-Man and the Ghostly Adventures - Nintendo 3DS,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00CX6XKK6,Call of Duty: Ghosts - Xbox One,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00CXCCI8A,FIFA 14 - PlayStation 4,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00CYS5DU8,Madden NFL 25 - PlayStation 4,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00D3RBZHY,Need for Speed: Rivals,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00D7QX9WK,Rocksmith 2014 Edition - No Cable Included for Rocksmith Owners [Xbox 360],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00D7UHT0E,Just Dance 2014 - Nintendo Wii [Nintendo Wii],5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00D8IAND0,Just Dance 2014 - Nintendo Wii U,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00D8S4GLK,Just Dance 2014,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00D8S4GNS,Just Dance 2014 - Xbox 360,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00D8S4GRY,Just Dance 2014 - PlayStation 4,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DB9JV5W,Halo 5: Guardians - Xbox One,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DBF813Y,Final Fantasy XV - Xbox One,5,1,0.2,1,1,10.58,6.33,4.25,0,0,4.25,4.25,4.25,0,0,4.25,4.25,4.25,0.85,0.85,,3.34,4.53,4.53,0,0.91,0,0
asin,B00DC7G0GG,Super Mario 3D World,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DC7G2W8,Mario Kart 8 - Wii U,2,1,0.5,1,1,14.74,9.41,5.33,0,0,5.33,5.33,5.33,0,0,5.33,5.33,5.33,2.665,2.665,,3.81,7.61,7.61,0,1.52,0,0
asin,B00DD0B1R0,Super Smash Brothers - Nintendo 3DS,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DHF39KS,Wolfenstein: The New Order - PlayStation 4 [PlayStation 4],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DND7CZM,Sound Percussion Labs Hickory Drumsticks 4-Pack 5A Nylon,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DND7H9S,Sound Percussion Labs Hickory Drumsticks 4-Pack 5B Nylon,5,1,0.2,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DNGQTG2,Zumba Fitness World Party - Xbox One,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DRHNLEK,Sound Percussion Labs Hickory Drumsticks 4-Pack 5A Wood,3,1,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DS0MQUQ,Battlefield 4 - PlayStation 4,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00DWXV074,Teenage Mutant Ninja Turtles - Nintendo Wii,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00E9GQ3WK,Wipeout: Create & Crash - Xbox 360,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00ECOBFA4,The LEGO Movie Videogame - Xbox 360 Standard Edition,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00ECOBFCC,The LEGO Movie Videogame - PlayStation 3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00EFRN2IQ,The Sims 4 - PC/Mac,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00FF5KWQW,Angry Birds: Star Wars - Xbox One,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00FM5IY4W,Forza Motorsport 5,5,2,0.4,2,0,29.70,20.09,9.61,0,0,9.61,9.61,9.61,0,1,4.805,4.805,4.805,1.922,1.922,,6.31,16.49,16.49,0,3.30,0,0
asin,B00FS2XRIC,Kingdom Hearts HD 2.5 ReMIX Limited Edition,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00GANWVJE,The Legend of Zelda: A Link Between Worlds,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00GMFKYH6,Middle Earth: Shadow of Mordor - Xbox 360,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00HD4R5WC,Metal Gear Solid V: Ground Zeroes - Xbox One Standard Edition,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00I19TXNC,Alien: Isolation - Xbox One,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00I6E6SH6,Minecraft - Xbox One [Xbox One],3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00I9UVY30,EA Sports 2014 FIFA World Cup Brazil - PlayStation 3,20,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00IQCRKP2,Kinect Sports Rivals - XBOX One [Xbox One],1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00JUFT1F6,Dragon Age Inquisition - Standard Edition - PlayStation 4,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00K1JBLO4,NBA 2K15 - PlayStation 4,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00K2O5360,The Wolf Among Us - PlayStation 4,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00K2O54V4,The Walking Dead: The Complete First Season - PlayStation 4,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00K586O7A,NHL 15 - PlayStation 3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00KBZHSV8,WWE 2K15 - PlayStation 4,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00KG5HSSG,Sherlock Holmes: Crimes & Punishments - Xbox One,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00KL4PNWA,Alien: Isolation - Nostromo Edition (Xbox One) [Xbox One],2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00KLMOY4K,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4,33,7,0.21212121212121213,6,7,62.09,36.71,25.38,0,0,25.38,25.38,75.38,50.00,0,4.23,4.21,4.23,0.7690909090909090909090909091,2.284242424242424242424242424,,20.20,25.91,25.91,0,5.18,0,0
asin,B00KTNU40E,Just Dance 2015 - Xbox One,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00KVL0SIM,Tom Clancy's The Division - PC,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00KWEHBAG,Zelda Hyrule Warriors,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00KWF366S,Yoshi Woolly World,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00KWFCV32,Splatoon,4,3,0.75,3,3,37.34,23.37,13.97,0,0,13.97,13.97,41.91,27.94,0,4.656666666666666666666666667,4.62,4.656666666666666666666666667,3.4925,10.4775,,10.38,17.97,17.97,0,3.59,0,0
asin,B00KWG4HG0,Mario Party 10,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00MU1YEYU,Call of Duty: Advanced Warfare - PlayStation 3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
asin,B00MU1YEZY,Call of Duty: Advanced Warfare - PlayStation 4,1,1,1.0,1,1,11.98,7.33,4.65,0,0,4.65,4.65,4.65,0,0,4.65,4.65,4.65,4.65,4.65,,3.54,5.53,5.53,0,1.11,0,0
asin,B00NGXUBR0,Assassin's Creed: The Americas Collection - PlayStation 3 Standard Edition,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0
