order_id,sku,asin,fnsku,title,is_video_game,system,classification_source,original_condition,current_sku_condition,sale_date,return_date,quantity,sold_line_quantity,lpn,fulfillment_center,raw_disposition,raw_reason,raw_status,economic_outcome,case_id,unit_cost,cost_source,sale_price_per_unit,original_revenue_line,customer_refund_line,gross_fees_per_returned_unit,fee_credits_per_returned_unit,original_fba_fee_per_returned_unit,original_referral_fee_per_returned_unit,fba_fee_credit_per_returned_unit,referral_fee_credit_per_returned_unit,refund_admin_fee_per_returned_unit,return_processing_fee_per_returned_unit,removal_fee_per_returned_unit,net_transaction_cost,reimbursement,reimbursement_ids,reimbursement_inventory_units,known_recovery_value,known_impairment,known_loss_excluding_unknown_impairment,zero_recovery_loss_known_basis,reconciliation_status,cohort_in_period,return_in_period
112-3676715-8150634,1048894668,B01AC3ZD06,X0037THN4N,Nintendo Selects: Super Mario 3D World - Wii U Standard Edition [Nintendo Wii U],True,Nintendo Wii U,Title/platform heuristic,,11,2026-03-18,2026-05-18,1,1,LPNND644HWLCG,LEX1,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,15.71,mbop_fifo,49.92,49.92,49.92,14.21,9.29,3.42,7.49,0,7.49,1.5,0,0,4.92,0,,0,,0,4.92,4.92,posted_fees_reconciled,True,True
111-0331002-9081035,1071133179,B0794QSXP5,X00506QXE7,Dragon Ball Fighterz - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-05-08,2026-05-16,1,1,LPNO546184010,PHX6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,21.38,inventorylab_legacy,44.92,44.92,44.92,13.43,8.54,3.54,6.74,0,6.74,1.35,0,0,4.89,0,,0,,0,4.89,4.89,posted_fees_reconciled,True,True
111-7140018-4311441,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-04-24,2026-05-15,1,1,LPNNC6SQ9M5R9,MEM3,CUSTOMER_DAMAGED,APPAREL_TOO_SMALL,Unit returned to inventory,inspected_sellable,5efe4506-fb98-43ed-b833-bc55c52a953c,7.99,mbop_fifo,34.99,34.99,34.99,12.32,5.25,6.02,5.25,0,5.25,1.05,0,0,7.07,0,,0,,0,7.07,7.07,posted_fees_reconciled,True,True
114-7622178-5811461,1045507690,B07DJY4FRP,X0032R0N4R,Gears 5: Standard Edition - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-05-01,2026-05-15,1,1,LPNND65V95PQQ,LEX1,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,sellable,,19.35,inventorylab_legacy,37.15,37.15,37.15,12.02,7.37,3.54,5.57,0,5.57,1.11,0,0,4.65,0,,0,,0,4.65,4.65,posted_fees_reconciled,True,True
113-1117110-7828247,1064185632,B08X8NTNYY,X00470PJQP,Tony Hawk Pro Skater 1+2 - Xbox Series X Standard Edition [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2026-04-04,2026-05-14,1,1,LPNO545275016,PHX6,CUSTOMER_DAMAGED,NOT_COMPATIBLE,Unit returned to inventory,unsellable_recovery_unknown,25ba6152-6a40-46a0-ad3a-e72b9c390fae,16.44,inventorylab_legacy,41.78,41.78,41.78,12.74,8.07,3.42,6.27,0,6.27,1.25,0,0,4.67,0,,0,,,4.67,21.11,posted_fees_reconciled,True,True
113-9347250-2231463,1028571825,B003ZHMMEM,X002AKI3GR,Donkey Kong Country Returns [Nintendo Wii],True,Nintendo Wii,Title/platform heuristic,,11,2026-05-03,2026-05-13,1,1,LPNNE6BNQJYGG,CHA1,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,sellable,,,missing,42.94,42.94,42.94,13.10,8.24,3.57,6.44,0,6.44,1.29,0,0,4.86,0,,0,,0,4.86,4.86,posted_fees_reconciled,True,True
114-0758267-0675429,1029788236,B07D8KQJ8J,X002CLQE33,Battlefield V Deluxe Edition - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2026-04-26,2026-05-13,1,1,LPNO536397859,IND8,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,17.39,inventorylab_legacy,54.82,54.82,54.82,15.47,10.02,3.81,8.22,0,8.22,1.64,0,0,5.45,0,,0,,,5.45,22.84,posted_fees_reconciled,True,True
114-0758267-0675429,1037517086,B00MU1YEZY,X002Q1LJGV,Call of Duty: Advanced Warfare - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2026-04-26,2026-05-12,1,1,LPNO536397845,IND8,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,inspected_sellable,9abcd917-89b5-4a5f-9514-ec3429ceb50d,17.15,inventorylab_legacy,36.87,36.87,36.87,11.98,7.33,3.54,5.53,0,5.53,1.11,0,0,4.65,0,,0,,0,4.65,4.65,posted_fees_reconciled,True,True
111-4350586-4838659,1045507690,B07DJY4FRP,X0032R0N4R,Gears 5: Standard Edition - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-04-08,2026-05-12,1,1,,LGB3,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,sellable,,19.35,inventorylab_legacy,38.75,38.75,38.75,12.19,7.61,3.42,5.81,0,5.81,1.16,0,0,4.58,0,,0,,0,4.58,4.58,posted_fees_reconciled,True,True
114-5772898-9275458,1070280039,B08JJ37XVW,X004UTG55R,Monster Hunter Rise - Nintendo Switch Standard Edition [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2026-05-04,2026-05-11,1,1,LPNO549218511,IND8,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,16.47,inventorylab_legacy,42.91,42.91,42.91,19.96,15.23,3.44,6.44,0,6.44,1.29,0,0,4.73,0,,0,,,4.73,21.20,posted_fees_reconciled,True,True
114-5746212-1025813,1069890475,B0BP5CKT2F,X004SCH12H,Star Wars Jedi: Survivor Deluxe - Xbox Series X [Xbox Series X],True,Xbox Series X,Title/platform heuristic,,11,2026-04-23,2026-05-11,1,1,LPNAC840646637,IAH1,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,18.00,inventorylab_legacy,57.00,57.0,57.0,15.87,10.35,3.81,8.55,0,8.55,1.71,0,0,5.52,0,,0,,0,5.52,5.52,posted_fees_reconciled,True,True
112-0059692-9345811,1056263472,B08NDYPWK7,X003Q31GHP,DEATHLOOP Standard Edition - PlayStation 5 [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2026-05-04,2026-05-08,1,1,,FTW6,SELLABLE,MISSED_ESTIMATED_DELIVERY,Unit returned to inventory,sellable,,14.29,inventorylab_legacy,31.82,31.82,31.82,11.06,6.57,3.54,4.77,0,4.77,0.95,0,0,4.49,0,,0,,0,4.49,4.49,posted_fees_reconciled,True,True
114-1224923-6510669,1066393107,B08X2FS1TV,X004DJJYA7,"Magicsuit Women's Peace Out Aubrey High Neck Soft Cup One Piece Swimsuit, Black/Multi, 10",False,Unclassified,No reliable game match,,11,2026-04-23,2026-05-06,1,1,LPNPMFN9545355,AFW2,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,sellable,,,missing,39.80,39.8,39.8,15.13,6.77,7.01,6.77,0,6.77,1.35,0,0,8.36,0,,0,,0,8.36,8.36,posted_fees_reconciled,True,True
112-2345381-4979407,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-04-24,2026-05-06,1,1,LPNRRJJ0594275,EWR7,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,7.99,mbop_fifo,34.99,34.99,34.99,12.32,5.25,6.02,5.25,0,5.25,1.05,0,0,7.07,0,,0,,,7.07,15.06,posted_fees_reconciled,True,True
114-4385622-3526649,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2026-04-12,2026-05-05,1,1,LPNND6WQ7SV3Z,MEM3,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,12.50,inventorylab_legacy,28.51,28.51,28.51,10.36,6.08,3.42,4.28,0,4.28,0.86,0,0,4.28,0,,0,,0,4.28,4.28,posted_fees_reconciled,True,True
114-1925219-9628203,1070280033,B097FP294Y,X004UTAZXP,Aliens Fireteam Elite - PlayStation 5 [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2026-04-25,2026-05-05,1,1,LPNO533811168,IND8,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,20.18,mbop_fifo,41.05,41.05,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True
112-8315973-3133853,1063375686,B00ZJBSW2S,X00452Y94D,TrackMania Turbo - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-04-14,2026-05-03,1,1,LPNO538095401,IND8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,10.42,inventorylab_legacy,23.76,23.76,23.76,9.52,5.36,3.45,3.56,0,3.56,0.71,0,0,4.16,0,,0,,0,4.16,4.16,posted_fees_reconciled,True,True
114-0588929-4497863,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-03-18,2026-05-01,1,1,LPNPMFV1656249,LAS2,SELLABLE,QUALITY_UNACCEPTABLE,Unit returned to inventory,sellable,,10.99,inventorylab_legacy,34.98,34.98,34.98,12.97,5.25,6.67,5.25,0,5.25,1.05,0,0,7.72,0,,0,,0,7.72,7.72,posted_fees_reconciled,True,True
111-4385622-4634625,1031051552,B06XDN21W5,X002EWR8PX,Paradise Treasure Trove Brown White Football Coin Piggy Bank Sports Stitching,False,Unclassified,No reliable game match,,11,2026-04-15,2026-05-01,1,1,LPNNC6XSNBX9V,LEX2,CUSTOMER_DAMAGED,APPAREL_TOO_SMALL,Unit returned to inventory,unsellable_recovery_unknown,,8.99,mbop_fifo,25.99,25.99,25.99,10.60,3.9,5.92,3.9,0,3.9,0.78,0,0,6.70,0,,0,,,6.70,15.69,posted_fees_reconciled,True,True
112-2952927-5745023,1048894668,B01AC3ZD06,X0037THN4N,Nintendo Selects: Super Mario 3D World - Wii U Standard Edition [Nintendo Wii U],True,Nintendo Wii U,Title/platform heuristic,,11,2026-04-12,2026-04-30,1,1,LPNND6HKTRYB6,CHA1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,43.06,43.06,43.06,12.97,8.26,3.42,6.46,0,6.46,1.29,0,0,4.71,0,,0,,0,4.71,4.71,posted_fees_reconciled,True,True
112-1041726-2904265,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-04-17,2026-04-30,1,1,LPNRRJI3873565,EWR7,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,7.99,mbop_fifo,34.99,34.99,34.99,12.32,5.25,6.02,5.25,0,5.25,1.05,0,0,7.07,0,,0,,,7.07,15.06,posted_fees_reconciled,True,True
113-1627378-9262634,1071283716,B078HH451K,X0050ZB375,Adventure Time: Pirates of the Enchiridion - PlayStation 4 Edition [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2026-04-04,2026-04-29,1,1,LPNNC6ZYTCLT5,LEX1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,,missing,39.72,39.72,39.72,12.37,7.76,3.42,5.96,0,5.96,1.19,0,0,4.61,0,,0,,0,4.61,4.61,posted_fees_reconciled,True,True
114-6088507-2187406,1071283749,B08MG4PK68,X0050ZBBJZ,Hitman 3 for Xbox One & Xbox Series X [Xbox One],True,Xbox Series X/Xbox One,Title/platform heuristic,,11,2026-04-06,2026-04-27,1,1,LPNO548005005,PHX6,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,56.03,56.03,56.03,15.56,10.2,3.68,8.4,0,8.4,1.68,0,0,5.36,0,,0,,0,5.36,5.36,posted_fees_reconciled,True,True
114-4759765-6969815,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-03-31,2026-04-22,1,1,LPNPMFX5268470,LAS2,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,24.98,24.98,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True
112-9727055-0467456,1045507690,B07DJY4FRP,X0032R0N4R,Gears 5: Standard Edition - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-04-11,2026-04-21,1,1,LPNO538864320,IND8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,19.35,inventorylab_legacy,42.87,42.87,42.87,12.94,8.23,3.42,6.43,0,6.43,1.29,0,0,4.71,0,,0,,0,4.71,4.71,posted_fees_reconciled,True,True
112-1981942-0638611,1045509207,B0042GW7CC,X0032QX741,Namco Museum Megamix [Nintendo Wii],True,Nintendo Wii,Title/platform heuristic,,11,2026-04-04,2026-04-20,1,1,,VGT1,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,sellable,,11.12,mbop_fifo,31.46,31.46,31.46,20.97,16.61,3.42,4.72,0,4.72,0.94,0,0,4.36,0,,0,,0,4.36,4.36,posted_fees_reconciled,True,True
114-2124490-4876255,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-04-04,2026-04-19,1,1,LPNNC63R2W257,CHA1,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,10.99,inventorylab_legacy,34.95,34.95,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True
111-3787566-9617028,1028908801,B00KWFCV32,X002B4ZPAJ,Splatoon [Nintendo Wii U],True,Nintendo Wii U,Title/platform heuristic,,11,2026-03-21,2026-04-14,1,1,,TUS2,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,sellable,,27.94,inventorylab_legacy,39.98,39.98,39.98,12.42,7.8,3.42,6.0,0,6.0,1.2,0,0,4.62,0,,0,,0,4.62,4.62,posted_fees_reconciled,True,True
114-5852173-2681018,1059898575,B09R1T4G9P,X003XH3PHD,Comfortiva Alesha Gold 8.5 M (B),False,Unclassified,No reliable game match,,11,2026-03-27,2026-04-13,1,1,LPNNB6V8HVYQ3,SDF9,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,29.00,inventorylab_legacy,18.82,18.82,18.82,10.51,2.82,7.13,2.82,0,2.82,0.56,0,0,7.69,0,,0,,0,7.69,7.69,posted_fees_reconciled,True,True
113-7664742-7108227,1069286305,B0CTKX44NG,X004OHC455,MLB The Show 24 - Nintendo Switch [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2026-03-25,2026-04-13,1,1,LPNRRJI3589798,EWR7,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,39.00,mbop_fifo,88.16,88.16,88.16,21.24,15.02,3.58,13.22,0,13.22,2.64,0,0,6.22,0,,0,,0,6.22,6.22,posted_fees_reconciled,True,True
114-7402167-2991406,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-03-26,2026-04-11,1,1,LPNNB6M4KZ1PK,LEX1,CUSTOMER_DAMAGED,POOR_FIT,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,24.99,24.99,24.99,9.10,3.75,4.6,3.75,0,3.75,0.75,0,0,5.35,0,,0,,,5.35,11.34,posted_fees_reconciled,True,True
112-1617152-1793033,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-03-20,2026-04-09,1,1,LPNPMFQ7632950,HOU3,SELLABLE,POOR_FIT,Unit returned to inventory,sellable,,5.99,inventorylab_legacy,20.37,20.37,20.37,8.27,3.06,4.6,3.06,0,3.06,0.61,0,0,5.21,0,,0,,0,5.21,5.21,posted_fees_reconciled,True,True
113-4707224-5109032,1070891178,B004FUI84G,X004YOIZKL,Prototype 2 PS3 - PlayStation 3 [PlayStation 3],True,PlayStation 3,Title/platform heuristic,,11,2026-03-24,2026-04-08,1,1,LPNRRJE1827050,EWR7,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,19.16,mbop_fifo,40.77,40.77,40.77,12.56,7.92,3.42,6.12,0,6.12,1.22,0,0,4.64,0,,0,,0,4.64,4.64,posted_fees_reconciled,True,True
111-5434538-2816217,1041419281,B07DQ43VFQ,X002WHUA6T,NBA 2K19 - Nintendo Switch [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2026-03-06,2026-04-06,1,1,LPNO540774729,IND8,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,18.33,mbop_fifo,38.99,38.99,38.99,12.24,7.65,3.42,5.85,0,5.85,1.17,0,0,4.59,0,,0,,0,4.59,4.59,posted_fees_reconciled,True,True
114-6437155-3385856,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-03-23,2026-04-05,1,1,LPNRRJD2416301,LEX2,CUSTOMER_DAMAGED,FOUND_BETTER_PRICE,Unit returned to inventory,unsellable_recovery_unknown,,7.99,mbop_fifo,34.99,34.99,34.99,12.12,5.25,5.82,5.25,0,5.25,1.05,0,0,6.87,0,,0,,,6.87,14.86,posted_fees_reconciled,True,True
111-1090107-9016235,1028908801,B00KWFCV32,X002B4ZPAJ,Splatoon [Nintendo Wii U],True,Nintendo Wii U,Title/platform heuristic,,11,2026-03-16,2026-04-03,1,1,LPNAC991895658,PGA1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,27.94,inventorylab_legacy,39.99,39.99,39.99,12.42,7.8,3.42,6.0,0,6.0,1.2,0,0,4.62,0,,0,,0,4.62,4.62,posted_fees_reconciled,True,True
112-6344274-1402669,1045692341,B014N4RTS4,X0032ZVHWV,YO-KAI WATCH - 3DS [Nintendo 3DS],True,Nintendo 3DS,Title/platform heuristic,,11,2026-03-22,2026-04-02,1,1,LPNO538834617,IND8,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,sellable,,25.00,mbop_fifo,60.46,60.46,60.46,16.36,10.87,3.68,9.07,0,9.07,1.81,0,0,5.49,0,,0,,0,5.49,5.49,posted_fees_reconciled,True,True
114-5030390-5171414,1066393107,B08X2FS1TV,X004DJJYA7,"Magicsuit Women's Peace Out Aubrey High Neck Soft Cup One Piece Swimsuit, Black/Multi, 10",False,Unclassified,No reliable game match,,11,2026-03-13,2026-03-30,1,1,LPNPMFR3976897,MIA7,SELLABLE,APPAREL_TOO_LARGE,Unit returned to inventory,sellable,,25.00,mbop_fifo,49.94,49.94,49.94,16.96,8.49,6.77,8.49,0,8.49,1.7,0,0,8.47,0,,0,,0,8.47,8.47,posted_fees_reconciled,True,True
111-5002626-1181848,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-02-28,2026-03-23,1,1,LPNO512751539,IND8,CUSTOMER_DAMAGED,POOR_FIT,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,20.39,20.39,20.39,8.27,3.06,4.6,3.06,0,3.06,0.61,0,0,5.21,0,,0,,,5.21,11.20,posted_fees_reconciled,True,True
112-2936515-0203457,1070474320,B0BBXD3P63,X004W2NSJN,God of Rock (PS5) [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2026-02-19,2026-03-19,1,1,LPNPMGY3448366,LAS2,SELLABLE,MISSED_ESTIMATED_DELIVERY,Unit returned to inventory,sellable,,23.99,mbop_fifo,52.64,52.64,52.64,14.96,9.7,3.68,7.9,0,7.9,1.58,0,0,5.26,0,,0,,0,5.26,5.26,posted_fees_reconciled,True,True
111-8240945-5411410,1059898575,B09R1T4G9P,X003XH3PHD,Comfortiva Alesha Gold 8.5 M (B),False,Unclassified,No reliable game match,,11,2026-02-11,2026-03-18,1,1,LPNPMFL7669559,MIA7,SELLABLE,DID_NOT_LIKE_COLOR,Unit returned to inventory,sellable,,29.00,inventorylab_legacy,18.93,18.93,18.93,10.54,2.84,7.13,2.84,0,2.84,0.57,0,0,7.70,0,,0,,0,7.70,7.70,posted_fees_reconciled,True,True
113-5618105-9304226,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-02-01,2026-03-11,1,1,LPNRRJE5241451,EWR7,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,20.39,20.39,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True
113-5768966-6186616,1031051552,B06XDN21W5,X002EWR8PX,Paradise Treasure Trove Brown White Football Coin Piggy Bank Sports Stitching,False,Unclassified,No reliable game match,,11,2026-02-16,2026-03-05,1,1,LPNO519931678,IND8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,8.99,mbop_fifo,25.99,25.99,25.99,10.60,3.9,5.92,3.9,0,3.9,0.78,0,0,6.70,0,,0,,0,6.70,6.70,posted_fees_reconciled,True,True
112-9889271-3983462,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-02-02,2026-02-26,1,1,LPNO514103089,IND8,CUSTOMER_DAMAGED,MISSING_PARTS,Unit returned to inventory,unsellable_recovery_unknown,,7.99,mbop_fifo,49.95,49.95,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund,True,True
114-7322686-8579468,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-01-28,2026-02-22,1,1,LPNNB6ZZ8HGLP,CHA1,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,20.39,20.39,20.39,8.27,3.06,4.6,3.06,0,3.06,0.61,0,0,5.21,0,,0,,,5.21,11.20,posted_fees_reconciled,True,True
113-1901656-7429829,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-02-03,2026-02-22,1,1,LPNNA6S6WGX5K,LEX2,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,20.39,20.39,20.39,8.27,3.06,4.6,3.06,0,3.06,0.61,0,0,5.21,0,,0,,,5.21,11.20,posted_fees_reconciled,True,True
111-3305880-4809068,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-01-27,2026-02-20,1,1,LPNNA66XGS4C3,LEX2,SELLABLE,POOR_FIT,Unit returned to inventory,sellable,,7.99,mbop_fifo,32.69,32.69,32.69,11.70,4.9,5.82,4.9,0,4.9,0.98,0,0,6.80,0,,0,,0,6.80,6.80,posted_fees_reconciled,True,True
113-6138971-2924247,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-02-02,2026-02-19,1,1,LPNPMFA2941938,LAS2,CUSTOMER_DAMAGED,APPAREL_TOO_SMALL,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,20.39,20.39,20.39,8.27,3.06,4.6,3.06,0,3.06,0.61,0,0,5.21,0,,0,,,5.21,11.20,posted_fees_reconciled,True,True
112-6031769-0429014,1069890477,B0CFTFG12B,X004SC7DL1,Call of Duty Modern Warfare III - Xbox [Xbox Series X],True,Xbox,Title/platform heuristic,,11,2025-11-17,2026-02-18,1,1,LPNAC790460428,FAR1,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,,missing,48.20,48.2,48.2,13.82,9.03,3.34,7.23,0,7.23,1.45,0,0,4.79,0,,0,,,4.79,,posted_fees_reconciled,True,True
114-1908669-9576252,1063375936,B07XGW61PX,X00452YNSF,Plants Vs. Zombies: Battle for Neighborville - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2025-12-11,2026-02-18,1,1,LPNNA6TWDRGYB,CHA1,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,13.87,inventorylab_legacy,31.09,31.09,31.09,10.73,6.46,3.34,4.66,0,4.66,0.93,0,0,4.27,0,,0,,0,4.27,4.27,posted_fees_reconciled,True,True
114-1167993-5477810,1062959210,B09K2RT1MR,X00449KCKR,"Columbia Women's Facet Sierra Outdry, Black/Black, 10",False,Unclassified,No reliable game match,,11,2026-01-05,2026-02-17,1,1,LPNO476103542,PHX6,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,Unit returned to inventory,unsellable_recovery_unknown,,39.00,mbop_fifo,79.99,79.99,79.99,23.06,12.0,8.66,12.0,0,12.0,2.4,0,0,11.06,0,,0,,,11.06,50.06,posted_fees_reconciled,True,True
113-4455659-5979448,1058619763,B01LDFGIT2,X003URHI1Z,Livewire Advantage Instrument Cable 10 ft. Black,False,Unclassified,No reliable game match,,11,2026-01-20,2026-02-16,1,1,LPNAC313723518,IAH1,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,10.48,inventorylab_legacy,27.99,27.99,27.99,9.24,4.2,4.2,4.2,0,4.2,0.84,0,0,5.04,0,,0,,,5.04,15.52,posted_fees_reconciled,True,True
112-6917340-7501838,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2025-12-09,2026-02-12,1,1,LPNRRJD2416301,FAT1,SELLABLE,UNDELIVERABLE_UNKNOWN,Unit returned to inventory,sellable,,,missing,49.95,49.95,49.95,15.09,7.49,6.1,7.49,0,7.49,1.5,0,0,7.60,0,,0,,0,7.60,7.60,posted_fees_reconciled,True,True
111-6338490-7632263,1048220574,B00KLMOY4K,X0036RZFQJ,Plants vs Zombies Garden Warfare(Online Play Required) - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2026-01-22,2026-02-10,1,1,LPNNA684FXP4F,LEX1,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,12.50,inventorylab_legacy,29.78,29.78,29.78,10.58,6.27,3.42,4.47,0,4.47,0.89,0,0,4.31,0,,0,,,4.31,16.81,posted_fees_reconciled,True,True
