order_id,sku,asin,fnsku,title,is_video_game,system,classification_source,original_condition,current_sku_condition,sale_date,return_date,quantity,sold_line_quantity,lpn,fulfillment_center,raw_disposition,raw_reason,raw_status,economic_outcome,case_id,unit_cost,cost_source,sale_price_per_unit,original_revenue_line,customer_refund_line,gross_fees_per_returned_unit,fee_credits_per_returned_unit,original_fba_fee_per_returned_unit,original_referral_fee_per_returned_unit,fba_fee_credit_per_returned_unit,referral_fee_credit_per_returned_unit,refund_admin_fee_per_returned_unit,return_processing_fee_per_returned_unit,removal_fee_per_returned_unit,net_transaction_cost,reimbursement,reimbursement_ids,reimbursement_inventory_units,known_recovery_value,known_impairment,known_loss_excluding_unknown_impairment,zero_recovery_loss_known_basis,reconciliation_status,cohort_in_period,return_in_period
112-8916418-5646604,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-08-01,2026-09-01,1,1,LPNPMGU3198266,HOU3,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,Unit returned to inventory,unsellable_recovery_unknown,,10.99,inventorylab_legacy,34.99,34.99,34.99,13.20,5.25,6.9,5.25,0,5.25,1.05,0,0,7.95,0,,0,,,7.95,18.94,posted_fees_reconciled,True,False
111-1373847-8589055,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-07-20,2026-08-31,1,1,LPNNG6LQ7QW13,LEX1,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,24.97,24.97,24.97,9.26,3.75,4.76,3.75,0,3.75,0.75,0,0,5.51,0,,0,,,5.51,11.50,posted_fees_reconciled,True,True
111-4933767-5091420,1071881588,B001989B4S,X0056ERGK3,Fight Night Round 4 - Xbox 360 [Xbox 360],True,Xbox 360,Title/platform heuristic,,11,2026-08-08,2026-08-30,1,1,LPNPMGH1484746,LAS2,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,,,missing,37.16,37.16,37.16,12.02,7.37,3.54,5.57,0,5.57,1.11,0,0,4.65,0,,0,,,4.65,,posted_fees_reconciled,True,True
111-9874566-1673838,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-08-23,2026-08-30,1,1,LPNGSAT3158775,LAS2,CUSTOMER_DAMAGED,UNWANTED_ITEM,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,24.94,24.94,24.94,9.25,3.74,4.76,3.74,0,3.74,0.75,0,0,5.51,0,,0,,,5.51,11.50,posted_fees_reconciled,True,True
111-3987729-1478644,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-08-23,2026-08-30,1,1,LPNGSAT3158774,LAS2,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,10.99,inventorylab_legacy,34.99,34.99,34.99,13.20,5.25,6.9,5.25,0,5.25,1.05,0,0,7.95,0,,0,,0,7.95,7.95,posted_fees_reconciled,True,True
112-7064235-1422657,1063162590,B0B8VV9VXW,X0044NAO79,Taos Footwear Women's Captain Brown Boot 9-9.5 (M) US,False,Unclassified,No reliable game match,,11,2026-07-15,2026-08-26,1,1,LPNO613287117,PHX6,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,sellable,,58.29,inventorylab_legacy,143.91,143.91,143.91,38.08,21.59,7.98,21.59,0,21.59,4.32,4.19,0,16.49,0,,0,,0,16.49,16.49,posted_fees_reconciled,True,True
111-5032509-7193856,0P-5ID2-BBYB,B0030CV356,X001C3Z4MT,UFC Undisputed 2010 - Xbox 360 [Xbox 360],True,Xbox 360,Title/platform heuristic,,11,2026-07-22,2026-08-24,1,1,LPNNH66KYC53T,CHA1,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,19.31,19.31,19.31,8.82,4.7,3.54,2.9,0,2.9,0.58,0,0,4.12,0,,0,,0,4.12,4.12,posted_fees_reconciled,True,True
113-4354002-8211419,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-07-10,2026-08-22,1,1,LPNGSAJ1946114,LEX1,SELLABLE,POOR_FIT,Unit returned to inventory,sellable,,5.99,inventorylab_legacy,24.97,24.97,24.97,9.26,3.75,4.76,3.75,0,3.75,0.75,0,0,5.51,0,,0,,0,5.51,5.51,posted_fees_reconciled,True,True
114-2323654-4155469,1067108762,B003O6E986,X004FENI2Z,Forza 4 [Xbox 360],True,Xbox 360,Title/platform heuristic,,11,2026-07-13,2026-08-18,1,1,LPNAC736965644,IND8,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,sellable,,25.76,inventorylab_legacy,50.90,50.9,50.9,14.78,9.44,3.81,7.64,0,7.64,1.53,0,0,5.34,0,,0,,0,5.34,5.34,posted_fees_reconciled,True,True
111-4120513-7743422,1039345443,B0748VH8ZF,X002T12TNF,The Sims 4 - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-07-26,2026-08-15,1,1,LPNNG6S51M1XR,CHA1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,13.72,inventorylab_legacy,31.31,31.31,31.31,10.98,6.5,3.54,4.7,0,4.7,0.94,0,0,4.48,0,,0,,0,4.48,4.48,posted_fees_reconciled,True,True
114-2013151-8423447,1071881587,B002I0JFCO,X0056EVFHX,EA Sports Active 2 - Xbox 360 [Xbox 360],True,Xbox 360,Title/platform heuristic,,11,2026-07-27,2026-08-14,1,1,LPNNG68HCGHKD,LEX1,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,9c6d368e-6479-4420-aa35-10efd500b7c6,,missing,52.99,52.99,52.99,17.63,9.75,6.29,7.95,0,7.95,1.59,0,0,7.88,0,,0,,,7.88,,posted_fees_reconciled,True,True
112-7037018-5429836,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-07-31,2026-08-13,1,1,LPNNG653RCH64,CHA1,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,,missing,34.99,34.99,34.99,12.32,5.25,6.02,5.25,0,5.25,1.05,0,0,7.07,0,,0,,0,7.07,7.07,posted_fees_reconciled,True,True
114-6114668-1948266,1071517338,B01LYGJRVP,X00530NTB5,Assassin's Creed The Ezio Collection - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-07-17,2026-08-11,1,1,LPNAC947485288,PGA1,CUSTOMER_DAMAGED,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,f3e0581f-a3a8-4c63-8b8d-53d028dbcb46,21.95,inventorylab_legacy,45.34,45.34,45.34,13.50,8.6,3.54,6.8,0,6.8,1.36,0,0,4.90,0,,0,,,4.90,26.85,posted_fees_reconciled,True,True
111-7970030-7056201,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-07-29,2026-08-11,1,1,LPNGSAK7556243,LEX2,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,inspected_sellable,5a2eb2cd-92e3-4cc5-afb5-ab3f7c68ea7a,,missing,34.99,34.99,34.99,12.32,5.25,6.02,5.25,0,5.25,1.05,0,0,7.07,0,,0,,0,7.07,7.07,posted_fees_reconciled,True,True
113-4137011-4836257,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-07-14,2026-08-10,1,1,LPNGSAJ0818260,LEX2,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,10.99,inventorylab_legacy,0.00,0,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund;non_USD_or_unknown_currency,False,True
113-9758583-1627429,1071517344,B085PS9F4H,X00530O98H,Persona 5 Royal: Standard Edition - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2026-07-24,2026-08-10,1,1,LPNAC996138390,LEX2,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,d635e58d-7a90-4d59-9a92-fb910a33b24f,,missing,49.96,49.96,49.96,14.33,9.29,3.54,7.49,0,7.49,1.5,0,0,5.04,0,,0,,,5.04,,posted_fees_reconciled,True,True
113-0692084-7479433,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-07-12,2026-08-08,1,1,LPNAC999848075,LEX2,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,10.99,inventorylab_legacy,34.98,34.98,34.98,13.20,5.25,6.9,5.25,0,5.25,1.05,0,0,7.95,0,,0,,,7.95,18.94,posted_fees_reconciled,True,True
112-3802342-8785830,1058619763,B01LDFGIT2,X003URHI1Z,Livewire Advantage Instrument Cable 10 ft. Black,False,Unclassified,No reliable game match,,11,2026-07-01,2026-08-07,1,1,LPNO603232093,PHX6,DEFECTIVE,DEFECTIVE,Unit returned to inventory,inspected_sellable,9fa21984-32d0-42f3-8fae-3e6a10d62f7c,10.48,inventorylab_legacy,27.99,27.99,27.99,9.39,4.2,4.35,4.2,0,4.2,0.84,0,0,5.19,0,,0,,0,5.19,5.19,posted_fees_reconciled,True,True
111-5346337-2463406,1045151360,B00ZPT59YS,X0032AG889,Sea of Thieves: Standard Edition - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-07-10,2026-08-05,1,1,LPNO581505323,PHX6,SELLABLE,NOT_AS_DESCRIBED,Unit returned to inventory,sellable,,,missing,41.99,41.99,41.99,12.90,8.1,3.54,6.3,0,6.3,1.26,0,0,4.80,0,,0,,0,4.80,4.80,posted_fees_reconciled,True,True
113-6973476-5369034,1068811430,B006ZPAYMI,X004LNJ15N,Kinect Rush: A Disney Pixar Adventure - Xbox 360 [Xbox 360],True,Xbox 360,Title/platform heuristic,,11,2026-07-09,2026-07-31,1,1,LPNNG6X68YVGG,CHA1,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,22.32,inventorylab_legacy,45.41,45.41,45.41,13.51,8.61,3.54,6.81,0,6.81,1.36,0,0,4.90,0,,0,,0,4.90,4.90,posted_fees_reconciled,True,True
111-1653421-6113041,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-06-29,2026-07-31,1,1,LPNPMGV4983494,HOU3,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,Unit returned to inventory,inspected_sellable,c65d8a71-6300-493f-aced-c2c9086e4571,,missing,34.99,34.99,34.99,12.32,5.25,6.02,5.25,0,5.25,1.05,0,0,7.07,0,,0,,0,7.07,7.07,posted_fees_reconciled,True,True
111-7319510-0997022,PT-ANK4-X0M5,B00DRHNLEK,X0043IQDLL,Sound Percussion Labs Hickory Drumsticks 4-Pack 5A Wood,False,Unclassified,No reliable game match,,11,2026-07-12,2026-07-30,1,2,LPNO574134752,IND8,SELLABLE,SWITCHEROO,Unit returned to inventory,sellable,,15.99,inventorylab_legacy,8.99,17.98,0,,,,,,,,,,,0,,0,,0,,,missing_posted_refund;partial_quantity_no_original_fee_allocation,True,True
111-6302874-8153001,1036663472,B0026FCARI,X002OLEBNV,Scooby Doo First Frights - Nintendo Wii [Nintendo Wii],True,Nintendo Wii,Title/platform heuristic,,11,2026-06-22,2026-07-30,1,1,LPNRRJL0108065,EWR7,SELLABLE,NO_REASON_GIVEN,Unit returned to inventory,sellable,,22.10,inventorylab_legacy,34.96,34.96,34.96,11.66,7.04,3.57,5.24,0,5.24,1.05,0,0,4.62,0,,0,,0,4.62,4.62,posted_fees_reconciled,True,True
111-5351762-7966619,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-06-27,2026-07-29,1,1,LPNNG62YVJCTZ,LEX1,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,inspected_sellable,39a65e02-1cc4-4749-ba6b-0a48c351af5e,5.99,inventorylab_legacy,24.97,24.97,24.97,9.26,3.75,4.76,3.75,0,3.75,0.75,0,0,5.51,0,,0,,0,5.51,5.51,posted_fees_reconciled,True,True
113-1790684-2457045,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-06-29,2026-07-21,1,1,LPNPMGJ7767712,LAS2,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,disposed_donated,36c582fb-ad6f-44f3-b377-21b36b1f034e,5.99,inventorylab_legacy,24.97,24.97,0,,,,,,,,,,,0,,0,,5.99,,,missing_posted_refund,True,True
111-5440992-9142666,1059898575,B09R1T4G9P,X003XH3PHD,Comfortiva Alesha Gold 8.5 M (B),False,Unclassified,No reliable game match,,11,2026-07-07,2026-07-20,1,1,LPNPMGP2775053,MDT8,SELLABLE,APPAREL_TOO_LARGE,Unit returned to inventory,sellable,,29.00,inventorylab_legacy,43.99,43.99,43.99,19.29,6.6,7.38,6.6,0,6.6,1.32,3.99,0,12.69,0,,0,,0,12.69,12.69,posted_fees_reconciled,True,True
113-9553916-9450657,1059898566,B0BXTDQRCD,X003XH4BS5,"Jessica Simpson Nellah Ash Blue HIgh Heel Platform Pump Thick Heel Rounded Toe (Ash Blue, 8.5)",False,Unclassified,No reliable game match,,11,2026-06-23,2026-07-18,1,1,LPNPMGT6135641,MIA7,SELLABLE,APPAREL_TOO_SMALL,Unit returned to inventory,sellable,,,missing,34.99,34.99,34.99,17.67,5.25,7.38,5.25,0,5.25,1.05,3.99,0,12.42,0,,0,,0,12.42,12.42,posted_fees_reconciled,True,True
113-6526628-6414662,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-06-06,2026-07-16,1,1,LPNPMGU6089225,HOU3,CUSTOMER_DAMAGED,POOR_FIT,Unit returned to inventory,inspected_sellable,0ee0ae65-fa1b-4334-aea9-ae6bd691b57c,10.99,inventorylab_legacy,34.99,34.99,34.99,13.20,5.25,6.9,5.25,0,5.25,1.05,0,0,7.95,0,,0,,0,7.95,7.95,posted_fees_reconciled,True,True
113-5890042-5414636,1071744026,B0CWN5YJWR,X00551NHCX,Shin Megami Tensei V: Vengeance Steelbook Launch Edition - Nintendo Switch [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2026-07-01,2026-07-16,1,1,LPNPMGI2474490,LAS2,SELLABLE,SWITCHEROO,Unit returned to inventory,sellable,,,missing,56.04,56.04,56.04,15.73,10.21,3.84,8.41,0,8.41,1.68,0,0,5.52,0,,0,,0,5.52,5.52,posted_fees_reconciled,True,True
111-5948016-5187415,1066393117,B01G2E4DV4,X004DJJYAH,Birds Choice Oriole Feeder Replacement Cup,False,Unclassified,No reliable game match,,11,2026-06-23,2026-07-16,1,1,LPNO594161857,IND8,SELLABLE,NOT_COMPATIBLE,Unit returned to inventory,sellable,,,missing,17.99,17.99,17.99,7.33,2.7,4.09,2.7,0,2.7,0.54,0,0,4.63,0,,0,,0,4.63,4.63,posted_fees_reconciled,True,True
112-9316150-6663404,1070280039,B08JJ37XVW,X004UTG55R,Monster Hunter Rise - Nintendo Switch Standard Edition [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2026-06-19,2026-07-15,1,1,LPNNF6B3MH27Z,LEX1,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,16.47,inventorylab_legacy,38.27,38.27,38.27,12.13,7.54,3.44,5.74,0,5.74,1.15,0,0,4.59,0,,0,,0,4.59,4.59,posted_fees_reconciled,True,True
111-4170341-9921866,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-06-24,2026-07-12,1,1,LPNRRJI8393986,EWR7,CUSTOMER_DAMAGED,POOR_FIT,Unit returned to inventory,inspected_sellable,93bb3f62-16a4-4da9-b4c4-970d363a4736,5.99,inventorylab_legacy,24.98,24.98,24.98,9.26,3.75,4.76,3.75,0,3.75,0.75,0,0,5.51,0,,0,,0,5.51,5.51,posted_fees_reconciled,True,True
112-8760793-7989830,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-07-02,2026-07-12,1,1,LPNO591032678,IND8,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,5.99,inventorylab_legacy,24.97,24.97,24.97,9.26,3.75,4.76,3.75,0,3.75,0.75,0,0,5.51,0,,0,,0,5.51,5.51,posted_fees_reconciled,True,True
113-1914372-5060213,1070625053,B000FII8KQ,X004WZXO7V,Tekken 6 [PlayStation 3],True,PlayStation 3,Title/platform heuristic,,11,2026-06-01,2026-06-26,1,1,LPNO573888211,IND8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,24.66,inventorylab_legacy,47.27,47.27,47.27,13.85,8.89,3.54,7.09,0,7.09,1.42,0,0,4.96,0,,0,,0,4.96,4.96,posted_fees_reconciled,True,True
114-1018905-9907450,1065304546,B00DC7G2W8,X004A4A6HF,Mario Kart 8 - Wii U [Nintendo Wii U],True,Nintendo Wii U,Title/platform heuristic,,11,2026-05-07,2026-06-16,1,1,LPNNE6MV7KQVV,SDF9,CUSTOMER_DAMAGED,NOT_COMPATIBLE,Unit returned to inventory,inspected_sellable,fa62b179-bd94-4742-8aa0-da8aa56283f6,29.02,mbop_fifo,50.72,50.72,50.72,14.74,9.41,3.81,7.61,0,7.61,1.52,0,0,5.33,0,,0,,0,5.33,5.33,posted_fees_reconciled,True,True
111-4459477-2833828,1059898566,B0BXTDQRCD,X003XH4BS5,"Jessica Simpson Nellah Ash Blue HIgh Heel Platform Pump Thick Heel Rounded Toe (Ash Blue, 8.5)",False,Unclassified,No reliable game match,,11,2026-05-17,2026-06-11,1,1,LPNRRJJ5484370,BUR7,SELLABLE,APPAREL_TOO_LARGE,Unit returned to inventory,sellable,,19.99,mbop_fifo,34.99,34.99,34.99,13.68,5.25,7.38,5.25,0,5.25,1.05,0,0,8.43,0,,0,,0,8.43,8.43,posted_fees_reconciled,True,True
114-0674014-7966655,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-05-28,2026-06-11,1,2,LPNPMGP2262088,LAS2,CUSTOMER_DAMAGED,POOR_FIT,Unit returned to inventory,inspected_sellable,bbebd5d6-ac64-4054-9e88-f1cc8f4c0cf2,5.99,inventorylab_legacy,24.94,49.88,49.88,9.25,3.74,4.76,3.74,0,3.74,0.75,0,0,5.51,0,,0,,0,5.51,5.51,posted_fees_reconciled,True,True
114-0674014-7966655,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-05-28,2026-06-11,1,2,LPNPMGP2262087,LAS2,CUSTOMER_DAMAGED,POOR_FIT,Unit returned to inventory,unsellable_recovery_unknown,,5.99,inventorylab_legacy,24.94,49.88,49.88,9.25,3.74,4.76,3.74,0,3.74,0.75,0,0,5.51,0,,0,,,5.51,11.50,posted_fees_reconciled,True,True
114-6793334-1737029,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-05-15,2026-06-08,1,1,LPNO562463505,IND8,CUSTOMER_DAMAGED,POOR_FIT,Unit returned to inventory,unsellable_recovery_unknown,6f7f7c7b-207a-4f4e-ac3f-95e87e7c16be,5.99,inventorylab_legacy,24.95,24.95,24.95,9.25,3.74,4.76,3.74,0,3.74,0.75,0,0,5.51,0,,0,,,5.51,11.50,posted_fees_reconciled,True,True
112-3799789-0439450,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-05-18,2026-06-08,1,1,LPNNE6CQ57ZZQ,CHA1,SELLABLE,POOR_FIT,Unit returned to inventory,sellable,,7.99,mbop_fifo,34.99,34.99,34.99,12.32,5.25,6.02,5.25,0,5.25,1.05,0,0,7.07,0,,0,,0,7.07,7.07,posted_fees_reconciled,True,True
112-2375392-5937809,1071517342,B07SSD8V81,X00530NTA1,Baldur's Gate: Enhanced Edition - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-04-26,2026-06-06,1,1,LPNNE6914HNVP,MEM3,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,inspected_sellable,9fe618a7-a7cb-4d04-937f-90f46a8aa924,,missing,99.99,99.99,99.99,23.61,16.8,3.81,15.0,0,15.0,3.0,0,0,6.81,0,,0,,0,6.81,6.81,posted_fees_reconciled,True,True
111-9935393-8618614,1064901190,B09D643D8F,X0048YS4DZ,Call of Duty: Vanguard [PlayStation 5],True,PlayStation 5,Title/platform heuristic,,11,2026-04-06,2026-06-03,1,1,LPNO549729150,IND8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,20.00,mbop_fifo,69.29,69.29,69.29,18.08,12.19,3.81,10.39,0,10.39,2.08,0,0,5.89,0,,0,,0,5.89,5.89,posted_fees_reconciled,True,True
111-8603577-2784221,1068811424,B002I0JGDM,X004LNF7BP,Fable III - Xbox 360 [Xbox 360],True,Xbox 360,Title/platform heuristic,,11,2026-05-23,2026-06-02,1,1,LPNAC810124621,PGA1,CUSTOMER_DAMAGED,NOT_AS_DESCRIBED,Unit returned to inventory,unsellable_recovery_unknown,6b14d656-2abe-44b4-9dcc-de246d97eca2,12.99,mbop_fifo,29.13,29.13,29.13,10.61,6.17,3.57,4.37,0,4.37,0.87,0,0,4.44,0,,0,,,4.44,17.43,posted_fees_reconciled,True,True
112-3835256-5309069,1052907525,B01N54QSH6,X003EPODEN,"Harmony Good Dog Ceramic Dog Bowl, 3 Cups",False,Unclassified,No reliable game match,,11,2026-05-20,2026-05-31,1,1,LPNO537724064,PHX6,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,7.99,mbop_fifo,34.99,34.99,34.99,12.32,5.25,6.02,5.25,0,5.25,1.05,0,0,7.07,0,,0,,0,7.07,7.07,posted_fees_reconciled,True,True
111-2753893-3905836,1069286305,B0CTKX44NG,X004OHC455,MLB The Show 24 - Nintendo Switch [Nintendo Switch],True,Nintendo Switch,Title/platform heuristic,,11,2026-05-18,2026-05-30,1,2,LPNNE644KP4YF,LEX1,SELLABLE,ORDERED_WRONG_ITEM,Unit returned to inventory,sellable,,30.35,mbop_fifo,75.20,150.4,75.2,,,,,,,,,,,0,,0,,0,,,partial_quantity_no_original_fee_allocation;principal_difference_review,True,True
112-1063421-0936218,1033468979,B01IW7Z746,X002IZT4FD,Nintendo Selects: Nintendo Land - Wii U [Nintendo Wii U],True,Nintendo Wii U,Title/platform heuristic,,11,2026-05-04,2026-05-29,1,1,LPNAC960423488,PGA1,CUSTOMER_DAMAGED,NOT_COMPATIBLE,Unit returned to inventory,unsellable_recovery_unknown,c596d907-cfab-4d9b-b5fc-5e2538590e93,,missing,51.96,51.96,51.96,14.96,9.59,3.81,7.79,0,7.79,1.56,0,0,5.37,0,,0,,,5.37,,posted_fees_reconciled,True,True
114-0372301-0567428,1031051552,B06XDN21W5,X002EWR8PX,Paradise Treasure Trove Brown White Football Coin Piggy Bank Sports Stitching,False,Unclassified,No reliable game match,,11,2026-04-30,2026-05-26,1,1,LPNNE673NPC2B,LEX1,CUSTOMER_DAMAGED,DAMAGED_BY_FC,Unit returned to inventory,unsellable_recovery_unknown,,8.99,mbop_fifo,25.99,25.99,25.99,10.81,3.9,6.13,3.9,0,3.9,0.78,0,0,6.91,0,,0,,,6.91,15.90,posted_fees_reconciled,True,True
114-0381168-5960244,1028908801,B00KWFCV32,X002B4ZPAJ,Splatoon [Nintendo Wii U],True,Nintendo Wii U,Title/platform heuristic,,11,2026-05-09,2026-05-25,1,1,LPNNE6GRB1T8V,LEX1,DEFECTIVE,DEFECTIVE,Unit returned to inventory,unsellable_recovery_unknown,36880944-927e-4fc8-b371-92ecc54f5073,27.94,inventorylab_legacy,39.80,39.8,39.8,12.50,7.77,3.54,5.97,0,5.97,1.19,0,0,4.73,0,,0,,,4.73,32.67,posted_fees_reconciled,True,True
112-8135553-1621830,1058392679,B01N03NM02,X003UAD6P9,"Harmony Good Dog Ceramic Dog Bowl, 1 Cup",False,Unclassified,No reliable game match,,11,2026-05-17,2026-05-25,1,1,LPNPMGN3406102,LAS2,SELLABLE,MISSED_ESTIMATED_DELIVERY,Unit returned to inventory,sellable,,5.99,inventorylab_legacy,24.95,24.95,24.95,9.25,3.74,4.76,3.74,0,3.74,0.75,0,0,5.51,0,,0,,0,5.51,5.51,posted_fees_reconciled,True,True
113-4189109-6884236,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-05-13,2026-05-22,1,1,LPNPMFV1656249,PHX6,CUSTOMER_DAMAGED,NO_REASON_GIVEN,Unit returned to inventory,unsellable_recovery_unknown,,10.99,inventorylab_legacy,0.00,0,0,,,,,,,,,,,0,,0,,,,,missing_posted_refund;non_USD_or_unknown_currency,False,True
111-0084190-8118637,1051249032,B01N1GRUUC,X003BJR6E1,"Harmony Good Dog Ceramic Dog Bowl, 6 Cups",False,Unclassified,No reliable game match,,11,2026-04-29,2026-05-22,1,1,LPNO545417659,PHX6,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,Unit returned to inventory,inspected_sellable,a737042a-d9db-47cf-9ad6-e690ee72ec22,10.99,inventorylab_legacy,34.99,34.99,34.99,13.20,5.25,6.9,5.25,0,5.25,1.05,0,0,7.95,0,,0,,0,7.95,7.95,posted_fees_reconciled,True,True
112-6899953-8032217,1068329410,B07HFMJ4R5,X004JJ78EP,Minecraft: Starter Collection - Xbox One [Xbox One],True,Xbox One,Title/platform heuristic,,11,2026-04-14,2026-05-22,1,1,LPNO539308155,PHX6,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,23.49,inventorylab_legacy,55.00,55.0,55.0,15.51,10.05,3.81,8.25,0,8.25,1.65,0,0,5.46,0,,0,,0,5.46,5.46,posted_fees_reconciled,True,True
113-9957559-9165815,1033469061,B07VWCR94W,X002IZJMP5,WWE 2K20 - PlayStation 4 [PlayStation 4],True,PlayStation 4,Title/platform heuristic,,11,2026-04-16,2026-05-21,1,1,LPNO570922189,IND8,SELLABLE,UNWANTED_ITEM,Unit returned to inventory,sellable,,16.19,inventorylab_legacy,34.76,34.76,34.76,11.59,7.01,3.54,5.21,0,5.21,1.04,0,0,4.58,0,,0,,0,4.58,4.58,posted_fees_reconciled,True,True
